"","ACCOUNT_KEY","SEASON_YEAR","ACCOUNT_TYPE","sum(TICKET_SOLD)","sum(FLEX_PLAN_TICKET_SOLD)","sum(FULL_PLAN_TICKET_SOLD)","sum(FORTY_PLAN_TICKET_SOLD)","sum(GROUP_TICKET_SOLD)","sum(MINI_PLAN_TICKET_SOLD)","sum(SEASON_TICKET_SOLD)","sum(SINGLE_TICKET_SOLD)","sum(SIXPACK_PLAN_TICKET_SOLD)"
"1",332,2021,"Individual",5,0,0,0,0,0,0,5,0
"2",332,2022,"Individual",23,0,0,0,23,0,0,0,0
"3",332,2023,"Individual",4,0,0,0,0,0,0,4,0
"4",332,2024,"Individual",20,0,12,0,0,0,12,8,0
"5",403,2023,"Individual",8,0,0,0,0,0,0,8,8
"6",457,2023,"Individual",2,0,0,0,0,0,0,2,0
"7",457,2024,"Individual",4,0,0,0,0,0,0,4,0
"8",497,2024,"Individual",4,0,0,0,0,0,0,4,0
"9",823,2021,"Individual",15,0,0,0,0,0,0,15,0
"10",823,2023,"Individual",12,0,0,0,0,0,0,12,12
"11",823,2024,"Individual",20,0,0,0,0,0,0,20,0
"12",875,2021,"Individual",4,0,0,0,0,0,0,4,0
"13",875,2023,"Individual",8,0,0,0,0,0,0,8,0
"14",875,2024,"Individual",4,0,0,0,0,0,0,4,0
"15",1040,2021,"Individual",4,0,0,0,0,0,0,4,0
"16",1040,2023,"Individual",2,0,0,0,0,0,0,2,2
"17",1048,2023,"Individual",5,0,0,0,0,0,0,5,5
"18",1617,2023,"Individual",10,0,0,0,0,0,0,10,0
"19",1663,2021,"Individual",7,0,0,0,0,0,0,7,0
"20",1663,2022,"Individual",8,0,0,0,0,0,0,8,0
"21",1663,2023,"Individual",2,0,0,0,0,0,0,2,0
"22",1877,2024,"Individual",40,0,0,0,0,0,0,40,40
"23",1884,2022,"Individual",2,0,0,0,0,0,0,2,0
"24",1984,2023,"Individual",9,0,0,0,9,0,0,0,0
"25",1984,2024,"Individual",2,0,0,0,0,0,0,2,0
"26",2262,2021,"Business",82,0,0,0,0,0,82,0,0
"27",2262,2022,"Business",72,0,0,0,0,0,72,0,0
"28",2294,2023,"Individual",3,0,0,0,0,0,0,3,0
"29",2294,2024,"Individual",6,0,0,0,0,0,0,6,0
"30",2307,2021,"Individual",4,0,0,0,0,0,2,2,0
"31",2376,2024,"Business",308,0,292,0,0,0,308,0,0
"32",2572,2024,"Individual",5,0,0,0,0,0,0,5,0
"33",3235,2022,"Individual",4,0,0,0,0,0,0,4,0
"34",3235,2024,"Individual",6,0,0,0,0,0,0,6,0
"35",3423,2024,"Individual",80,0,0,0,0,0,80,0,0
"36",3965,2021,"Business",4,0,0,0,0,0,0,4,0
"37",3976,2022,"Individual",8,0,0,0,0,0,0,8,8
"38",4270,2021,"Individual",8,0,0,0,0,0,0,8,0
"39",4270,2022,"Individual",17,0,0,0,15,0,0,2,0
"40",4270,2023,"Individual",5,0,0,0,0,0,0,5,0
"41",4270,2024,"Individual",6,0,0,0,0,0,2,4,0
"42",4700,2021,"Individual",8,0,0,0,0,0,0,8,0
"43",4700,2022,"Individual",20,0,0,0,0,0,0,20,20
"44",4700,2023,"Individual",4,0,0,0,0,0,0,4,0
"45",4769,2021,"Individual",4,0,0,0,0,0,0,4,0
"46",4769,2023,"Individual",3,0,0,0,0,0,0,3,0
"47",4769,2024,"Individual",51,0,0,0,0,33,36,15,0
"48",4798,2021,"Individual",4,0,0,0,0,0,0,4,0
"49",4798,2022,"Individual",6,0,0,0,0,0,0,6,0
"50",4798,2023,"Individual",4,0,0,0,0,0,0,4,0
"51",4798,2024,"Individual",4,0,0,0,0,0,0,4,0
"52",4881,2021,"Business",4,0,0,0,0,0,0,4,0
"53",4881,2022,"Business",6,0,0,0,0,0,0,6,0
"54",4881,2024,"Business",2,0,0,0,0,0,0,2,0
"55",4902,2023,"Individual",2,0,0,0,0,0,0,2,0
"56",5117,2024,"Individual",2,0,0,0,0,0,0,2,0
"57",5215,2021,"Individual",9,9,0,0,0,0,0,9,0
"58",5215,2022,"Individual",8,0,0,0,0,0,0,8,0
"59",5218,2024,"Individual",22,0,0,0,6,0,0,16,12
"60",5287,2022,"Individual",4,0,0,0,0,0,0,4,4
"61",5428,2023,"Individual",13,0,0,0,0,0,0,13,0
"62",5428,2024,"Individual",4,0,0,0,0,0,0,4,0
"63",5456,2023,"Individual",1,0,0,0,0,0,1,0,0
"64",5935,2023,"Individual",2,0,0,0,0,0,0,2,0
"65",5998,2023,"Individual",5,0,0,0,5,0,0,0,0
"66",5998,2024,"Individual",6,0,0,0,0,0,4,2,0
"67",6044,2023,"Individual",3,0,0,0,0,0,0,3,0
"68",6044,2024,"Individual",2,0,0,0,0,0,0,2,0
"69",6106,2021,"Individual",13,0,0,0,0,0,0,13,0
"70",6106,2022,"Individual",14,0,0,0,0,0,0,14,0
"71",6274,2021,"Business",0,0,0,0,0,0,0,0,0
"72",6274,2024,"Business",2,0,0,2,0,0,2,0,0
"73",6328,2023,"Individual",4,0,0,0,0,0,0,4,0
"74",6466,2021,"Individual",13,0,0,0,0,0,0,13,0
"75",6466,2024,"Individual",2,0,0,0,0,0,0,2,0
"76",6754,2023,"Individual",8,0,0,0,0,0,8,0,0
"77",6754,2024,"Individual",2,0,0,0,0,0,2,0,0
"78",6828,2023,"Individual",4,0,0,0,0,0,0,4,0
"79",6835,2021,"Individual",53,0,0,0,0,0,15,38,0
"80",6835,2022,"Individual",5,0,0,0,0,0,1,4,0
"81",6835,2023,"Individual",2,0,0,0,0,0,1,1,0
"82",6835,2024,"Individual",19,0,0,0,0,0,6,13,0
"83",6840,2021,"Individual",160,0,158,0,0,0,158,2,0
"84",6882,2023,"Individual",4,0,0,0,0,0,4,0,0
"85",7161,2021,"Individual",6,0,0,0,0,0,0,6,0
"86",7161,2023,"Individual",2,0,0,0,0,0,0,2,0
"87",7161,2024,"Individual",2,0,0,0,0,0,0,2,0
"88",7248,2021,"Business",649,0,648,0,0,0,648,1,0
"89",7248,2022,"Business",632,0,632,0,0,0,632,0,0
"90",7248,2023,"Business",648,0,648,0,0,0,648,0,0
"91",7248,2024,"Business",733,0,648,0,55,0,648,30,0
"92",7282,2021,"Individual",4,0,0,0,0,0,0,4,0
"93",7282,2022,"Individual",4,0,0,0,0,0,0,4,0
"94",7282,2023,"Individual",4,0,0,0,0,0,0,4,0
"95",7663,2023,"Individual",2,0,0,0,0,0,0,2,0
"96",7697,2021,"Individual",3,0,0,0,0,0,0,3,0
"97",7765,2021,"Individual",32,0,0,0,0,26,28,4,0
"98",7765,2022,"Individual",26,0,0,0,0,24,24,2,0
"99",7765,2023,"Individual",32,0,0,0,0,26,28,4,0
"100",7765,2024,"Individual",30,0,0,0,0,26,26,4,0
"101",7814,2021,"Individual",6,2,0,0,0,0,0,6,0
"102",7968,2021,"Individual",27,2,0,0,25,0,0,2,0
"103",7968,2023,"Individual",32,0,0,0,22,0,0,10,0
"104",7968,2024,"Individual",29,0,0,0,0,0,0,29,0
"105",8264,2021,"Individual",7,0,0,0,0,0,0,7,0
"106",8264,2022,"Individual",2,0,0,0,0,0,0,2,0
"107",8264,2023,"Individual",2,0,0,0,0,0,0,2,0
"108",8264,2024,"Individual",2,0,0,0,0,0,0,2,0
"109",8367,2024,"Individual",3,0,0,0,0,0,2,1,0
"110",8435,2021,"Individual",5,0,0,0,0,0,0,5,0
"111",8435,2024,"Individual",40,0,0,0,0,40,40,0,0
"112",8667,2021,"Individual",2,0,0,0,0,0,0,2,0
"113",8667,2022,"Individual",4,0,0,0,0,0,0,4,0
"114",8667,2023,"Individual",6,0,0,0,0,0,0,6,0
"115",8667,2024,"Individual",4,0,0,0,0,0,0,4,0
"116",8841,2021,"Individual",3,0,0,0,0,0,0,3,0
"117",8905,2021,"Individual",30,0,0,0,0,22,28,2,0
"118",8905,2022,"Individual",28,0,0,0,0,26,26,2,0
"119",8905,2023,"Individual",26,0,0,0,0,16,16,10,0
"120",8905,2024,"Individual",12,0,0,0,0,12,12,0,0
"121",8997,2023,"Individual",5,0,0,0,0,0,0,5,0
"122",9121,2021,"Business",4,0,0,0,0,0,0,4,0
"123",9121,2024,"Business",4,0,0,0,0,0,0,4,0
"124",9147,2021,"Individual",24,0,0,0,0,0,0,24,0
"125",9147,2022,"Individual",2,0,0,0,0,0,0,2,0
"126",9147,2023,"Individual",26,0,0,0,0,0,0,26,0
"127",9147,2024,"Individual",16,0,0,0,16,0,0,0,0
"128",9302,2024,"Group",1,0,0,0,0,0,0,1,0
"129",9325,2024,"Individual",30,0,0,0,5,0,0,25,6
"130",9577,2023,"Individual",9,0,0,0,0,0,0,9,0
"131",9577,2024,"Individual",7,0,0,0,0,0,0,7,0
"132",9788,2023,"Business",2,0,0,0,0,0,0,2,0
"133",9868,2021,"Business",134,0,104,0,0,0,134,0,0
"134",9868,2022,"Business",156,0,152,0,0,0,156,0,0
"135",9868,2023,"Business",160,0,160,0,0,0,160,0,0
"136",9868,2024,"Business",154,0,152,0,0,0,154,0,0
"137",10210,2022,"Business",4,0,0,0,0,0,4,0,0
"138",10210,2023,"Business",2,0,0,0,0,0,0,2,0
"139",10210,2024,"Business",8,0,0,0,0,0,8,0,0
"140",10447,2024,"Individual",8,0,0,0,0,0,0,8,0
"141",10462,2023,"Individual",2,0,0,0,0,0,0,2,2
"142",10626,2021,"Individual",4,4,0,0,0,0,0,4,0
"143",10698,2021,"Individual",6,0,0,0,0,0,1,5,0
"144",10698,2022,"Individual",6,0,0,0,2,0,0,4,2
"145",10698,2023,"Individual",14,0,0,0,0,0,0,14,0
"146",10698,2024,"Individual",10,0,0,0,0,0,0,10,5
"147",11046,2021,"Individual",63,0,0,0,0,0,40,23,0
"148",11046,2022,"Individual",46,0,0,0,0,0,40,6,0
"149",11046,2023,"Individual",10,0,0,0,0,0,0,10,0
"150",11046,2024,"Individual",4,0,0,0,0,0,4,0,0
"151",11271,2023,"Individual",63,0,0,0,0,0,63,0,0
"152",11271,2024,"Individual",114,0,0,0,0,0,114,0,0
"153",11342,2023,"Individual",15,0,0,0,0,0,0,15,0
"154",11342,2024,"Individual",4,0,0,0,0,0,0,4,0
"155",11531,2021,"Individual",34,0,0,0,0,4,22,12,0
"156",11531,2022,"Individual",6,0,0,0,6,0,0,0,0
"157",11531,2023,"Individual",3,0,0,0,3,0,0,0,0
"158",11531,2024,"Individual",3,0,0,0,3,0,0,0,0
"159",11533,2021,"Individual",46,0,0,0,0,0,40,6,0
"160",11533,2022,"Individual",39,0,0,0,0,0,36,3,3
"161",11533,2023,"Individual",16,0,0,0,0,0,0,16,8
"162",11965,2022,"Individual",2,0,0,0,0,0,0,2,0
"163",11965,2023,"Individual",4,0,0,0,0,0,0,4,0
"164",12029,2023,"Individual",2,0,0,0,0,0,2,0,0
"165",12029,2024,"Individual",4,0,0,0,0,0,4,0,0
"166",12074,2022,"Business",4,0,0,0,0,0,4,0,0
"167",12074,2024,"Business",6,0,0,0,0,0,4,2,0
"168",12118,2021,"Group",6,0,0,0,0,0,0,6,0
"169",12118,2022,"Group",2,0,0,0,0,0,0,2,0
"170",12118,2023,"Group",6,0,0,0,0,0,0,6,0
"171",12118,2024,"Group",48,0,0,0,0,0,40,8,0
"172",12346,2021,"Individual",12,0,0,0,0,0,0,12,0
"173",12346,2022,"Individual",14,0,0,0,0,0,0,14,0
"174",12346,2023,"Individual",32,0,0,0,0,0,0,32,0
"175",12346,2024,"Individual",6,0,0,0,0,0,0,6,2
"176",12376,2022,"Individual",5,0,0,0,0,0,0,5,0
"177",12457,2022,"Individual",5,0,0,0,0,0,0,5,0
"178",12457,2023,"Individual",2,0,0,0,0,0,0,2,0
"179",12457,2024,"Individual",40,0,0,0,0,39,40,0,0
"180",13311,2023,"Individual",4,0,0,0,0,0,0,4,0
"181",14045,2023,"Individual",2,0,0,0,0,0,0,2,0
"182",14057,2021,"Individual",2,0,0,0,0,0,0,2,0
"183",14103,2022,"Individual",4,0,0,0,0,0,0,4,4
"184",14346,2021,"Individual",5,0,0,0,0,0,0,5,0
"185",14346,2023,"Individual",5,0,0,0,0,0,0,5,0
"186",14502,2021,"Business",76,0,0,0,76,0,0,0,0
"187",14502,2022,"Business",100,0,0,0,100,0,0,0,0
"188",14502,2023,"Business",98,0,0,0,96,0,0,2,0
"189",14519,2021,"Individual",2,0,0,0,0,0,0,2,0
"190",14519,2022,"Individual",8,0,0,0,0,0,0,8,0
"191",14519,2023,"Individual",2,0,0,0,0,0,0,2,0
"192",14565,2024,"Individual",12,0,0,0,0,0,0,12,12
"193",14736,2021,"Individual",2,0,0,0,0,0,0,2,0
"194",14736,2023,"Individual",6,0,0,0,0,0,0,6,0
"195",14847,2022,"Individual",4,0,0,0,0,0,0,4,0
"196",14894,2021,"Individual",6,0,0,0,0,0,0,6,0
"197",14894,2023,"Individual",5,0,0,0,0,0,0,5,0
"198",14894,2024,"Individual",24,0,0,0,0,0,0,24,24
"199",15102,2023,"Individual",2,0,0,0,0,0,0,2,0
"200",15102,2024,"Individual",4,0,0,0,0,0,0,4,0
"201",15284,2021,"Individual",28,0,0,0,0,0,28,0,0
"202",15284,2023,"Individual",5,0,0,0,2,0,0,3,0
"203",15284,2024,"Individual",29,0,0,0,27,0,0,2,0
"204",15434,2023,"Individual",22,0,0,0,0,0,0,22,0
"205",15434,2024,"Individual",46,0,0,0,0,0,40,6,0
"206",15620,2024,"Individual",8,0,0,0,0,8,8,0,0
"207",15935,2023,"Individual",2,0,0,0,1,0,0,1,0
"208",15956,2024,"Group",14,0,0,0,0,0,0,14,4
"209",16264,2024,"Individual",81,0,0,0,0,0,76,5,0
"210",16623,2021,"Individual",12,0,0,0,0,0,0,12,0
"211",16623,2022,"Individual",14,0,0,0,0,0,0,14,5
"212",16623,2023,"Individual",4,0,0,0,0,0,0,4,0
"213",16623,2024,"Individual",15,0,0,0,0,0,0,15,0
"214",16765,2023,"Individual",8,0,0,0,0,0,0,8,0
"215",16846,2023,"Individual",6,0,0,0,0,0,0,6,0
"216",16846,2024,"Individual",8,0,0,0,0,0,0,8,0
"217",16859,2024,"Individual",26,0,0,0,0,20,24,2,0
"218",17715,2024,"Business",185,0,0,0,185,0,0,0,0
"219",17716,2021,"Business",197,0,0,0,189,0,0,8,0
"220",17716,2022,"Business",246,0,0,0,246,0,0,0,0
"221",17716,2023,"Business",322,0,0,0,314,0,0,8,0
"222",17716,2024,"Business",287,0,0,0,282,0,0,5,0
"223",18061,2023,"Individual",8,0,0,0,0,0,0,8,0
"224",18061,2024,"Individual",6,0,0,0,0,0,6,0,0
"225",18084,2023,"Individual",2,0,0,0,0,0,0,2,0
"226",18084,2024,"Individual",35,0,0,0,0,0,0,35,10
"227",18190,2021,"Individual",46,0,0,0,0,0,38,8,0
"228",18190,2023,"Individual",10,0,0,0,0,0,0,10,0
"229",18190,2024,"Individual",0,0,0,0,0,0,0,0,0
"230",18233,2024,"Individual",78,0,0,0,0,0,76,2,0
"231",18305,2023,"Individual",2,0,0,0,0,0,0,2,0
"232",18305,2024,"Individual",28,0,0,0,0,26,26,2,0
"233",18417,2021,"Individual",30,0,0,26,2,0,26,2,0
"234",18417,2024,"Individual",4,0,0,0,0,0,0,4,0
"235",18580,2023,"Individual",2,0,0,0,0,0,0,2,0
"236",18580,2024,"Individual",4,0,0,0,0,0,0,4,0
"237",18719,2022,"Individual",7,0,0,0,0,6,6,1,0
"238",18719,2023,"Individual",17,0,0,0,0,0,0,17,0
"239",18719,2024,"Individual",12,0,0,0,0,0,0,12,0
"240",18991,2023,"Individual",4,0,0,0,0,0,0,4,0
"241",18991,2024,"Individual",9,0,0,0,0,0,0,9,0
"242",19401,2021,"Individual",3,0,0,0,0,0,0,3,0
"243",19560,2021,"Individual",9,0,0,0,0,0,2,7,0
"244",19674,2023,"Individual",2,0,0,0,2,0,0,0,0
"245",19674,2024,"Individual",6,0,0,0,4,0,0,2,0
"246",19846,2022,"Individual",2,0,0,0,0,0,0,2,0
"247",19846,2023,"Individual",12,0,0,0,0,0,0,12,12
"248",19895,2024,"Individual",2,0,0,0,2,0,0,0,0
"249",20114,2021,"Individual",2,0,0,0,0,0,2,0,0
"250",20114,2022,"Individual",4,0,0,0,0,0,4,0,0
"251",20114,2023,"Individual",6,0,0,0,0,2,2,4,4
"252",20114,2024,"Individual",9,0,0,0,0,0,0,9,0
"253",20170,2021,"Individual",2,0,0,0,0,0,0,2,0
"254",20170,2022,"Individual",3,0,0,0,0,0,0,3,0
"255",20502,2021,"Individual",4,0,0,0,0,0,0,4,0
"256",20502,2024,"Individual",42,0,0,0,0,0,40,2,0
"257",20742,2021,"Individual",4,0,0,0,0,0,0,4,0
"258",20742,2022,"Individual",2,0,0,0,0,0,0,2,2
"259",20966,2023,"Individual",2,0,0,0,0,0,0,2,0
"260",20966,2024,"Individual",2,0,0,1,0,0,1,1,0
"261",21230,2022,"Individual",7,0,0,0,0,0,0,7,0
"262",21230,2023,"Individual",9,0,0,0,0,0,0,9,0
"263",21230,2024,"Individual",9,0,0,0,0,0,0,9,0
"264",21281,2023,"Business",2,0,0,0,0,0,0,2,0
"265",21525,2022,"Individual",12,0,0,0,0,0,0,12,10
"266",21525,2023,"Individual",12,0,0,0,0,0,0,12,10
"267",21525,2024,"Individual",16,0,0,0,0,0,0,16,16
"268",21913,2024,"Individual",10,0,0,0,0,0,0,10,10
"269",22086,2022,"Individual",12,0,0,0,12,0,0,0,0
"270",22086,2023,"Individual",1,0,0,0,0,1,1,0,0
"271",22086,2024,"Individual",5,0,0,0,0,1,1,4,0
"272",22091,2021,"Individual",67,0,0,0,0,0,0,67,0
"273",22091,2022,"Individual",10,0,0,0,0,0,0,10,10
"274",22091,2023,"Individual",57,0,0,0,0,0,0,57,0
"275",22091,2024,"Individual",12,0,0,0,0,0,0,12,0
"276",22114,2022,"Business",4,0,0,0,0,0,0,4,0
"277",22311,2021,"Individual",38,0,0,0,0,0,34,4,0
"278",22311,2022,"Individual",38,0,0,0,0,0,36,2,0
"279",22311,2024,"Individual",35,0,0,0,0,26,26,9,0
"280",22700,2023,"Individual",2,0,0,0,0,0,2,0,0
"281",22700,2024,"Individual",5,0,0,0,0,0,0,5,0
"282",22770,2021,"Individual",10,0,0,0,0,0,8,2,0
"283",22770,2022,"Individual",7,0,0,0,3,0,0,4,0
"284",22770,2023,"Individual",3,0,0,0,0,0,3,0,0
"285",22770,2024,"Individual",4,0,0,0,0,0,4,0,0
"286",22931,2023,"Individual",5,0,0,0,0,0,0,5,0
"287",22948,2022,"Individual",1,0,0,0,0,0,0,1,1
"288",22948,2023,"Individual",5,0,0,0,0,0,0,5,5
"289",22948,2024,"Individual",7,0,0,0,0,0,0,7,6
"290",23479,2023,"Individual",2,0,0,0,0,0,0,2,0
"291",23507,2021,"Individual",2,0,0,0,0,0,0,2,0
"292",23507,2022,"Individual",2,0,0,0,0,0,0,2,0
"293",23615,2023,"Individual",2,0,0,0,0,0,0,2,0
"294",23615,2024,"Individual",2,0,0,0,0,0,0,2,0
"295",23701,2021,"Individual",44,0,0,0,0,0,40,4,0
"296",23722,2024,"Individual",2,0,0,0,0,0,0,2,0
"297",23789,2023,"Individual",6,0,0,0,0,0,0,6,0
"298",23789,2024,"Individual",10,0,0,0,0,0,0,10,0
"299",24119,2021,"Business",328,0,324,0,0,0,324,4,0
"300",24119,2022,"Business",308,0,304,0,0,0,308,0,0
"301",24119,2023,"Business",330,0,316,0,10,0,320,0,0
"302",24119,2024,"Business",325,0,324,0,0,0,324,1,0
"303",24194,2022,"Individual",12,0,0,0,0,0,0,12,12
"304",24194,2023,"Individual",16,0,0,0,0,0,0,16,12
"305",24194,2024,"Individual",6,0,0,0,0,0,0,6,6
"306",24245,2023,"Individual",8,0,0,0,0,0,0,8,0
"307",24245,2024,"Individual",18,0,0,0,0,0,0,18,0
"308",24852,2024,"Individual",2,0,0,0,0,0,0,2,2
"309",25057,2022,"Individual",1,0,0,0,0,0,0,1,1
"310",25057,2023,"Individual",1,0,0,0,0,0,0,1,0
"311",25215,2021,"Individual",5,0,0,0,0,0,0,5,0
"312",25215,2022,"Individual",6,0,0,0,6,0,0,0,0
"313",25215,2024,"Individual",6,0,0,0,0,0,0,6,0
"314",25467,2023,"Individual",8,0,0,0,0,0,0,8,0
"315",25563,2022,"Individual",8,0,0,0,0,0,0,8,0
"316",25563,2023,"Individual",8,0,0,0,0,0,0,8,0
"317",25563,2024,"Individual",4,0,0,0,0,0,0,4,0
"318",25600,2021,"Individual",1,0,0,0,0,0,0,1,0
"319",25635,2021,"Individual",2,0,0,0,0,0,0,2,0
"320",25635,2024,"Individual",2,0,0,0,0,0,0,2,0
"321",25718,2021,"Individual",65,0,0,0,0,0,60,5,0
"322",25718,2022,"Individual",76,0,0,0,0,0,68,8,0
"323",25718,2023,"Individual",95,0,0,0,0,0,82,13,0
"324",25718,2024,"Individual",83,0,0,0,0,0,70,13,0
"325",26073,2021,"Individual",4,0,0,0,0,0,0,4,0
"326",26073,2023,"Individual",16,0,0,0,16,0,0,0,0
"327",26144,2023,"Individual",54,0,0,0,0,0,0,54,0
"328",26144,2024,"Individual",4,0,0,0,0,0,0,4,0
"329",26726,2021,"Individual",2,0,0,0,0,0,0,2,0
"330",26726,2022,"Individual",8,0,0,0,0,0,2,6,0
"331",26726,2023,"Individual",22,0,0,0,0,0,0,22,20
"332",26726,2024,"Individual",2,0,0,0,0,0,0,2,0
"333",26772,2021,"Individual",2,0,0,0,0,0,0,2,0
"334",26772,2023,"Individual",10,0,0,0,0,0,0,10,0
"335",26772,2024,"Individual",21,0,0,0,0,0,4,17,0
"336",26788,2023,"Individual",6,0,0,0,0,0,0,6,0
"337",26788,2024,"Individual",48,0,0,0,0,0,40,8,0
"338",26903,2021,"Individual",6,0,0,0,0,0,0,6,0
"339",27216,2023,"Individual",2,0,0,0,0,0,0,2,0
"340",28470,2021,"Corporate Partnership",164,0,0,0,0,0,164,0,0
"341",28470,2023,"Corporate Partnership",4,0,0,0,0,0,0,4,0
"342",28470,2024,"Corporate Partnership",81,0,0,0,69,0,4,8,0
"343",28870,2022,"Individual",162,0,146,0,0,0,158,4,0
"344",28870,2023,"Individual",82,0,0,80,0,0,80,2,0
"345",28870,2024,"Individual",82,0,0,80,0,0,80,2,0
"346",28930,2024,"Individual",2,0,0,0,0,0,0,2,0
"347",29180,2023,"Individual",11,0,0,0,0,0,0,11,6
"348",29180,2024,"Individual",15,0,0,0,0,0,0,15,4
"349",29439,2023,"Individual",12,0,0,0,0,0,0,12,8
"350",29626,2021,"Individual",2,0,0,0,0,0,0,2,0
"351",29626,2022,"Individual",4,0,0,0,0,0,0,4,0
"352",29626,2023,"Individual",2,0,0,0,0,0,0,2,0
"353",29626,2024,"Individual",0,0,0,0,0,0,0,0,0
"354",29637,2024,"Individual",25,0,0,0,25,0,0,0,0
"355",29729,2021,"Individual",162,0,130,0,10,0,152,0,0
"356",29729,2022,"Individual",160,0,86,0,0,0,156,4,0
"357",29729,2023,"Individual",163,0,92,0,0,0,162,1,0
"358",29729,2024,"Individual",152,0,82,0,0,0,152,0,0
"359",29995,2024,"Individual",23,0,0,0,2,10,12,9,0
"360",30009,2023,"Individual",12,0,0,0,0,0,0,12,12
"361",30149,2021,"Individual",35,0,0,0,35,0,0,0,0
"362",30149,2024,"Individual",4,0,0,0,0,0,0,4,0
"363",30199,2024,"Individual",30,0,0,0,0,0,28,2,0
"364",30372,2021,"Individual",6,0,0,0,0,0,4,2,0
"365",30547,2023,"Group",169,0,0,0,4,0,164,1,0
"366",30547,2024,"Group",153,0,0,0,0,0,152,1,0
"367",30559,2024,"Individual",8,0,0,0,0,0,0,8,8
"368",30699,2022,"Individual",20,0,0,0,0,0,0,20,20
"369",30744,2021,"Individual",2,0,0,0,0,0,0,2,0
"370",30744,2023,"Individual",1,0,0,0,0,0,0,1,0
"371",30744,2024,"Individual",5,0,0,0,0,0,4,1,0
"372",30745,2021,"Individual",41,0,0,0,0,0,40,1,0
"373",30745,2023,"Individual",4,0,0,0,0,0,0,4,0
"374",30987,2023,"Individual",3,0,0,0,0,0,0,3,0
"375",31017,2021,"Individual",14,0,0,0,0,0,0,14,12
"376",31017,2024,"Individual",4,0,0,0,0,0,0,4,0
"377",31079,2021,"Individual",32,0,0,0,0,0,0,32,32
"378",31079,2023,"Individual",2,0,0,0,0,0,0,2,2
"379",31261,2024,"Individual",6,0,0,0,0,0,0,6,0
"380",31286,2024,"Individual",4,0,0,0,0,0,0,4,0
"381",31624,2021,"Individual",2,0,0,0,0,0,0,2,0
"382",31624,2024,"Individual",30,0,0,0,0,26,26,4,0
"383",31819,2021,"Individual",4,0,0,0,0,0,0,4,0
"384",31819,2023,"Individual",5,0,0,0,0,0,0,5,0
"385",31819,2024,"Individual",8,0,0,0,0,0,0,8,0
"386",31824,2024,"Individual",28,0,0,0,0,26,26,2,0
"387",31936,2024,"Individual",12,0,0,0,0,0,0,12,12
"388",31950,2021,"Individual",4,0,0,0,0,0,0,4,0
"389",32037,2021,"Individual",4,0,0,0,0,0,0,4,0
"390",32037,2022,"Individual",2,0,0,0,0,0,0,2,0
"391",32037,2023,"Individual",2,0,0,0,0,0,0,2,0
"392",32652,2021,"Individual",1,0,0,0,0,0,0,1,0
"393",32652,2023,"Individual",30,0,0,0,0,0,0,30,0
"394",32652,2024,"Individual",1,0,0,0,0,0,0,1,0
"395",32951,2023,"Individual",2,0,0,0,0,0,2,0,0
"396",32951,2024,"Individual",2,0,0,0,0,0,2,0,0
"397",33050,2021,"Individual",3,0,0,0,1,0,0,2,0
"398",33050,2022,"Individual",6,0,0,0,6,0,0,0,0
"399",33050,2023,"Individual",8,0,0,0,6,0,0,2,0
"400",33050,2024,"Individual",8,0,0,0,6,0,0,2,0
"401",33191,2024,"Individual",28,0,0,0,0,26,26,2,0
"402",33276,2021,"Individual",56,0,0,0,0,56,56,0,0
"403",33769,2021,"Individual",2,0,0,0,0,0,0,2,0
"404",33953,2021,"Individual",2,0,0,0,0,0,0,2,0
"405",33953,2023,"Individual",0,0,0,0,0,0,0,0,0
"406",33953,2024,"Individual",1,0,0,0,0,0,0,1,0
"407",33961,2022,"Individual",3,0,0,0,0,0,0,3,0
"408",33961,2023,"Individual",5,0,0,0,0,0,0,5,0
"409",33961,2024,"Individual",2,0,0,0,0,0,0,2,0
"410",34090,2021,"Individual",3,0,0,0,0,0,0,3,0
"411",34090,2023,"Individual",2,0,0,0,0,0,0,2,0
"412",34090,2024,"Individual",14,0,0,0,0,0,0,14,14
"413",34283,2021,"Individual",29,0,0,0,0,28,28,1,0
"414",34283,2023,"Individual",2,0,0,0,0,2,2,0,0
"415",34346,2021,"Individual",17,0,0,0,0,0,0,17,0
"416",34450,2021,"Individual",4,0,0,0,0,0,2,2,0
"417",34450,2023,"Individual",12,0,0,0,0,0,0,12,0
"418",34462,2023,"Individual",3,0,0,0,0,0,0,3,3
"419",34839,2021,"Individual",2,0,0,0,0,0,0,2,0
"420",34839,2022,"Individual",11,0,0,0,0,0,0,11,0
"421",34839,2023,"Individual",4,0,0,0,0,0,0,4,0
"422",34839,2024,"Individual",10,0,0,0,0,0,0,10,0
"423",35122,2021,"Individual",27,0,0,0,0,0,0,27,0
"424",35122,2022,"Individual",14,0,0,0,0,0,0,14,0
"425",35122,2023,"Individual",30,0,0,0,0,0,0,30,0
"426",35122,2024,"Individual",6,0,0,0,0,0,0,6,0
"427",35593,2024,"Individual",165,0,162,0,0,0,162,3,0
"428",35667,2021,"Individual",9,0,0,0,0,0,9,0,0
"429",35667,2024,"Individual",3,0,0,0,0,0,0,3,0
"430",35957,2023,"Individual",8,0,0,0,8,0,0,0,0
"431",35957,2024,"Individual",81,0,0,0,61,0,0,20,12
