"","ACCOUNT_KEY","SEASON_YEAR","ACCOUNT_TYPE","sum(TICKET_SOLD)","sum(FLEX_PLAN_TICKET_SOLD)","sum(FULL_PLAN_TICKET_SOLD)","sum(FORTY_PLAN_TICKET_SOLD)","sum(GROUP_TICKET_SOLD)","sum(MINI_PLAN_TICKET_SOLD)","sum(SEASON_TICKET_SOLD)","sum(SINGLE_TICKET_SOLD)","sum(SIXPACK_PLAN_TICKET_SOLD)"
"4551",400519,2023,"Individual",8,0,0,0,0,0,0,8,0
"4552",400519,2024,"Individual",21,0,0,0,0,0,0,21,0
"4553",400604,2023,"Individual",2,0,0,0,0,0,0,2,0
"4554",400604,2024,"Individual",3,0,0,0,0,0,0,3,0
"4555",401011,2021,"Individual",4,0,0,0,0,0,0,4,0
"4556",401011,2023,"Individual",4,0,0,0,0,0,0,4,0
"4557",401011,2024,"Individual",12,0,0,0,0,0,0,12,12
"4558",401138,2021,"Individual",18,0,0,0,0,0,0,18,0
"4559",401138,2022,"Individual",8,0,0,0,0,0,0,8,4
"4560",401138,2023,"Individual",4,0,0,0,0,0,0,4,0
"4561",401408,2023,"Individual",8,0,0,0,0,0,0,8,0
"4562",401408,2024,"Individual",12,0,0,0,0,0,0,12,12
"4563",401700,2024,"Individual",6,0,0,0,0,0,0,6,0
"4564",401747,2021,"Individual",18,18,0,0,0,0,0,18,0
"4565",401747,2022,"Individual",3,0,0,0,0,0,0,3,0
"4566",401747,2023,"Individual",3,0,0,0,0,0,0,3,0
"4567",401964,2024,"Individual",2,0,0,0,0,0,0,2,2
"4568",401990,2024,"Individual",27,0,0,0,0,26,26,1,0
"4569",402099,2021,"Individual",14,0,0,0,0,0,0,14,0
"4570",402099,2022,"Individual",13,0,0,0,0,0,0,13,10
"4571",402099,2023,"Individual",59,0,0,0,7,0,0,52,16
"4572",402099,2024,"Individual",28,0,0,0,0,0,1,27,0
"4573",402212,2023,"Individual",5,0,0,0,0,0,0,5,0
"4574",402212,2024,"Individual",29,0,0,0,0,0,0,29,6
"4575",402336,2024,"Individual",24,0,0,0,0,0,0,24,24
"4576",402523,2023,"Individual",5,0,0,0,0,0,0,5,0
"4577",402634,2022,"Individual",14,0,0,0,0,0,0,14,12
"4578",402634,2024,"Individual",2,0,0,0,0,0,0,2,0
"4579",402856,2022,"Individual",6,0,0,0,0,0,0,6,0
"4580",402856,2023,"Individual",6,0,0,0,6,0,0,0,0
"4581",403009,2021,"Individual",2,0,0,0,0,0,0,2,0
"4582",403009,2022,"Individual",10,0,0,0,0,0,0,10,0
"4583",403009,2023,"Individual",4,0,0,0,0,0,0,4,0
"4584",403071,2023,"Business",1,0,0,0,0,0,0,1,0
"4585",403071,2024,"Business",7,0,0,0,0,0,0,7,0
"4586",403396,2021,"Individual",2,0,0,0,0,0,0,2,0
"4587",403426,2021,"Corporate Partnership",362,0,320,0,14,0,322,26,0
"4588",403426,2022,"Corporate Partnership",452,0,0,354,98,0,354,0,0
"4589",403426,2023,"Corporate Partnership",474,0,360,0,112,0,360,2,0
"4590",403426,2024,"Corporate Partnership",451,0,360,0,90,0,360,1,0
"4591",403543,2022,"Individual",3,0,0,0,0,0,0,3,0
"4592",403543,2023,"Individual",6,0,0,0,0,0,0,6,0
"4593",403703,2024,"Individual",2,0,0,0,0,0,0,2,0
"4594",403916,2021,"Individual",2,0,0,0,0,0,0,2,0
"4595",403916,2024,"Individual",10,0,0,0,8,0,0,2,0
"4596",404366,2021,"Individual",56,0,0,0,0,56,56,0,0
"4597",404366,2022,"Individual",46,0,0,0,0,44,44,2,1
"4598",404366,2023,"Individual",72,0,0,0,0,56,56,16,6
"4599",404366,2024,"Individual",10,0,0,0,0,4,4,6,0
"4600",404782,2023,"Individual",5,0,0,0,0,0,0,5,0
"4601",404986,2023,"Individual",39,0,0,0,13,0,0,26,0
"4602",405433,2021,"Individual",16,0,0,0,0,0,9,7,0
"4603",405433,2022,"Individual",7,0,0,0,4,0,3,0,0
"4604",405433,2023,"Individual",4,0,0,0,4,0,0,0,0
"4605",405433,2024,"Individual",70,0,0,0,4,0,60,6,0
"4606",405527,2021,"Individual",4,0,0,0,0,0,0,4,0
"4607",405527,2022,"Individual",14,0,0,0,0,0,0,14,0
"4608",405761,2024,"Individual",4,0,0,0,0,0,4,0,0
"4609",406082,2023,"Individual",2,0,0,0,0,0,0,2,0
"4610",406107,2022,"Individual",8,0,0,0,0,0,0,8,8
"4611",406479,2024,"Individual",2,0,0,0,0,0,2,0,0
"4612",406581,2021,"Individual",2,0,0,0,0,0,0,2,0
"4613",406581,2023,"Individual",3,0,0,0,0,0,0,3,2
"4614",407019,2021,"Individual",6,0,0,0,0,0,0,6,0
"4615",407019,2023,"Individual",2,0,0,0,0,0,0,2,0
"4616",407291,2021,"Individual",4,0,0,0,0,0,0,4,0
"4617",407291,2022,"Individual",2,0,0,0,0,0,0,2,0
"4618",407660,2021,"Individual",4,0,0,0,0,0,0,4,0
"4619",408190,2024,"Individual",0,0,0,0,0,0,0,0,0
"4620",408439,2021,"Individual",4,0,0,0,0,0,0,4,0
"4621",408439,2022,"Individual",80,0,0,0,0,0,80,0,0
"4622",408439,2023,"Individual",8,0,0,0,0,0,4,4,0
"4623",408439,2024,"Individual",14,0,0,0,0,0,8,6,0
"4624",408552,2021,"Individual",4,0,0,0,0,0,0,4,0
"4625",408552,2022,"Individual",320,0,308,0,0,0,316,4,0
"4626",408552,2023,"Individual",12,0,0,0,0,0,0,12,0
"4627",408552,2024,"Individual",156,0,0,132,0,0,152,4,0
"4628",408579,2023,"Individual",2,0,0,0,0,0,0,2,0
"4629",408579,2024,"Individual",8,0,0,0,0,0,0,8,6
"4630",408683,2021,"Business",324,0,316,0,0,0,324,0,0
"4631",408683,2022,"Business",316,0,308,0,0,0,316,0,0
"4632",408683,2023,"Business",8,0,0,0,0,0,0,8,0
"4633",408683,2024,"Business",16,0,0,0,0,0,0,16,0
"4634",408799,2021,"Individual",2,0,0,0,0,0,0,2,0
"4635",408799,2023,"Individual",5,0,0,0,0,0,0,5,0
"4636",408799,2024,"Individual",17,0,0,0,0,13,13,4,0
"4637",408917,2021,"Individual",2,0,0,0,0,0,0,2,0
"4638",408930,2021,"Individual",8,0,0,0,0,0,0,8,0
"4639",408930,2022,"Individual",4,0,0,0,0,0,0,4,0
"4640",408930,2023,"Individual",4,0,0,0,0,0,0,4,2
"4641",409296,2021,"Individual",4,0,0,0,2,0,0,2,0
"4642",409321,2023,"Individual",2,0,0,0,0,0,0,2,2
"4643",409470,2021,"Individual",2,0,0,0,0,0,0,2,0
"4644",409470,2023,"Individual",2,0,0,0,0,0,0,2,0
"4645",409565,2021,"Individual",40,0,0,0,0,0,40,0,0
"4646",409623,2024,"Individual",318,0,314,0,0,0,314,4,0
"4647",409688,2024,"Individual",12,0,0,0,0,0,0,12,12
"4648",409821,2021,"Individual",4,0,0,0,0,0,0,4,0
"4649",409821,2022,"Individual",4,0,0,0,0,0,4,0,0
"4650",409821,2024,"Individual",26,0,0,0,26,0,0,0,0
"4651",409945,2022,"Individual",13,0,0,0,0,0,0,13,10
"4652",409945,2023,"Individual",5,0,0,0,0,0,0,5,0
"4653",409945,2024,"Individual",2,0,0,0,0,0,0,2,0
"4654",410258,2021,"Individual",3,0,0,0,0,0,0,3,0
"4655",410436,2021,"Individual",4,0,0,0,0,0,0,4,0
"4656",410436,2022,"Individual",1,0,0,0,0,0,0,1,0
"4657",410489,2021,"Individual",2,0,0,0,0,0,0,2,0
"4658",410489,2024,"Individual",2,0,0,0,0,0,0,2,0
"4659",410496,2024,"Group",4,0,0,0,0,0,0,4,0
"4660",410536,2024,"Individual",18,0,0,0,0,0,0,18,18
"4661",410655,2022,"Individual",76,0,0,0,0,0,76,0,0
"4662",410655,2023,"Individual",40,0,0,0,0,0,40,0,0
"4663",410655,2024,"Individual",56,0,0,0,0,0,52,4,0
"4664",411069,2021,"Individual",2,0,0,0,0,0,2,0,0
"4665",411069,2023,"Individual",6,0,0,0,0,0,0,6,0
"4666",411069,2024,"Individual",0,0,0,0,0,0,0,0,0
"4667",411132,2023,"Individual",1,0,0,0,0,0,0,1,0
"4668",411132,2024,"Individual",4,0,0,0,0,0,4,0,0
"4669",411553,2021,"Individual",27,0,0,0,0,0,0,27,0
"4670",411553,2022,"Individual",14,0,0,0,0,0,0,14,0
"4671",411585,2021,"Individual",26,0,0,0,0,0,16,10,0
"4672",411585,2022,"Individual",15,0,0,0,0,0,0,15,0
"4673",411587,2021,"Individual",10,0,0,0,1,0,0,9,0
"4674",411587,2022,"Individual",4,0,0,0,2,0,0,2,0
"4675",411587,2023,"Individual",16,0,0,0,2,0,4,10,0
"4676",411587,2024,"Individual",11,0,0,0,0,0,2,9,0
"4677",411665,2021,"Business",2,0,0,0,0,0,0,2,0
"4678",411675,2021,"Group",13,0,0,0,0,0,0,13,0
"4679",411675,2022,"Group",7,0,0,0,0,0,0,7,0
"4680",411675,2023,"Group",4,0,0,0,0,0,0,4,2
"4681",411675,2024,"Group",12,0,0,0,0,0,0,12,12
"4682",411796,2023,"Individual",4,0,0,0,0,0,0,4,0
"4683",411796,2024,"Individual",8,0,0,0,0,0,0,8,0
"4684",411877,2021,"Individual",6,0,0,0,0,0,0,6,0
"4685",411877,2023,"Individual",4,0,0,0,0,0,0,4,0
"4686",411981,2021,"Individual",4,0,0,0,0,0,0,4,0
"4687",411981,2023,"Individual",12,0,0,0,0,0,0,12,12
"4688",411981,2024,"Individual",10,0,0,0,0,0,0,10,10
"4689",412034,2024,"Individual",22,0,0,0,0,0,16,6,0
"4690",412297,2022,"Individual",1,0,0,0,0,0,0,1,0
"4691",412297,2023,"Individual",4,0,0,0,0,0,0,4,0
"4692",412297,2024,"Individual",23,0,0,0,0,13,13,10,7
"4693",412320,2024,"Individual",4,0,0,0,0,0,0,4,4
"4694",412630,2021,"Individual",4,0,0,0,0,0,0,4,0
"4695",412630,2022,"Individual",6,0,0,0,0,0,0,6,0
"4696",412630,2023,"Individual",4,0,0,0,0,0,0,4,0
"4697",412630,2024,"Individual",6,0,0,0,0,0,0,6,4
"4698",412851,2022,"Individual",12,0,0,0,0,0,0,12,12
"4699",412851,2024,"Individual",12,0,0,0,0,0,0,12,12
"4700",412971,2022,"Group",10,0,0,0,0,0,0,10,0
"4701",412971,2023,"Group",27,0,0,0,18,0,0,9,0
"4702",412971,2024,"Group",56,0,0,0,20,0,0,36,0
"4703",412999,2021,"Individual",5,5,0,0,0,0,0,5,0
"4704",412999,2022,"Individual",14,0,0,0,0,0,0,14,0
"4705",412999,2023,"Individual",10,0,0,0,0,0,0,10,0
"4706",412999,2024,"Individual",11,0,0,0,0,0,0,11,0
"4707",413357,2021,"Individual",4,0,0,0,0,0,0,4,0
"4708",413357,2022,"Individual",82,0,0,0,0,0,76,6,0
"4709",413357,2023,"Individual",85,0,0,0,0,0,80,5,0
"4710",413357,2024,"Individual",84,0,0,0,0,0,80,4,0
"4711",413414,2022,"Individual",1,0,0,0,0,1,1,0,0
"4712",413523,2021,"Individual",3,0,0,0,0,0,0,3,0
"4713",413523,2022,"Individual",1,0,0,0,0,0,0,1,0
"4714",413523,2023,"Individual",14,0,0,0,0,0,0,14,12
"4715",413679,2023,"Individual",18,0,0,0,0,0,0,18,0
"4716",413679,2024,"Individual",26,0,0,0,0,20,24,2,0
"4717",413996,2021,"Individual",2,0,0,0,0,0,0,2,0
"4718",413996,2022,"Individual",8,0,0,0,0,0,0,8,8
"4719",413996,2023,"Individual",4,0,0,0,0,0,0,4,0
"4720",414142,2021,"Individual",37,0,0,0,37,0,0,0,0
"4721",414350,2023,"Individual",2,0,0,0,0,0,0,2,0
"4722",414352,2021,"Business",4,0,0,0,0,0,0,4,0
"4723",414352,2024,"Business",6,0,0,0,0,0,0,6,0
"4724",414547,2024,"Individual",10,0,0,0,0,0,0,10,10
"4725",414675,2021,"Individual",22,0,0,0,0,0,0,22,0
"4726",414675,2022,"Individual",2,0,0,0,0,0,0,2,0
"4727",414675,2023,"Individual",10,0,0,0,0,0,0,10,0
"4728",414675,2024,"Individual",1,0,0,0,0,0,0,1,0
"4729",414802,2021,"Business",1,0,0,0,0,0,0,1,0
"4730",414802,2022,"Business",6,0,0,0,0,0,0,6,0
"4731",414816,2023,"Individual",16,0,0,0,0,0,0,16,0
"4732",414816,2024,"Individual",7,0,0,0,0,0,0,7,0
"4733",414906,2021,"Individual",4,0,0,0,0,0,0,4,0
"4734",414906,2023,"Individual",4,0,0,0,0,0,0,4,4
"4735",414921,2023,"Individual",3,0,0,0,0,0,0,3,0
"4736",415041,2023,"Individual",5,0,0,0,0,0,0,5,0
"4737",415331,2022,"Group",35,0,0,0,35,0,0,0,0
"4738",415331,2023,"Group",24,0,0,0,24,0,0,0,0
"4739",415331,2024,"Group",39,0,0,0,29,0,0,10,10
"4740",415364,2021,"Individual",2,0,0,0,0,0,0,2,0
"4741",415364,2022,"Individual",2,0,0,0,0,0,0,2,0
"4742",415364,2023,"Individual",1,0,0,0,0,0,0,1,0
"4743",415364,2024,"Individual",6,0,0,0,0,0,0,6,0
"4744",415581,2021,"Individual",2,0,0,0,0,0,0,2,0
"4745",415581,2023,"Individual",15,0,0,0,0,0,0,15,0
"4746",415581,2024,"Individual",9,0,0,0,0,0,0,9,0
"4747",415684,2022,"Business",8,0,0,0,0,4,4,4,0
"4748",415684,2023,"Business",52,0,0,0,0,40,52,0,0
"4749",415684,2024,"Business",52,0,0,0,0,48,52,0,0
"4750",415731,2024,"Individual",6,0,0,0,0,0,0,6,6
"4751",415796,2021,"Individual",5,0,0,0,0,0,0,5,0
"4752",415796,2024,"Individual",26,0,0,0,0,26,26,0,0
"4753",415871,2023,"Individual",19,0,0,0,2,0,0,17,9
"4754",415871,2024,"Individual",14,0,0,0,0,0,0,14,12
"4755",415944,2023,"Business",3,0,0,0,0,0,0,3,0
"4756",416216,2023,"Individual",6,0,0,0,0,0,0,6,0
"4757",416413,2021,"Business",8,0,0,0,0,0,0,8,0
"4758",416413,2022,"Business",8,0,0,0,0,0,0,8,0
"4759",416430,2021,"Individual",40,0,0,0,0,0,40,0,0
"4760",416430,2022,"Individual",40,0,0,0,0,0,40,0,0
"4761",416430,2023,"Individual",40,0,0,0,0,0,40,0,0
"4762",416430,2024,"Individual",42,0,0,0,0,0,40,2,0
"4763",416752,2021,"Individual",12,0,0,0,0,0,0,12,0
"4764",416752,2023,"Individual",20,0,0,0,4,4,9,7,0
"4765",416752,2024,"Individual",22,0,0,0,0,15,16,6,0
"4766",416966,2023,"Individual",2,0,0,0,0,0,0,2,0
"4767",416966,2024,"Individual",9,0,0,0,9,0,0,0,0
"4768",417127,2021,"Individual",6,0,0,0,0,0,0,6,0
"4769",417127,2022,"Individual",3,0,0,0,0,0,0,3,0
"4770",417127,2023,"Individual",19,0,0,0,0,0,0,19,12
"4771",417131,2021,"Individual",14,0,0,0,0,0,14,0,0
"4772",417432,2022,"Individual",12,0,0,0,0,0,0,12,6
"4773",417732,2021,"Individual",1,0,0,0,0,0,0,1,0
"4774",417732,2022,"Individual",8,0,0,0,0,0,0,8,0
"4775",417732,2023,"Individual",4,0,0,0,0,0,0,4,0
"4776",417732,2024,"Individual",1,0,0,0,0,0,0,1,0
"4777",417763,2023,"Individual",2,0,0,0,0,0,0,2,0
"4778",417763,2024,"Individual",2,0,0,0,0,0,0,2,0
"4779",417894,2024,"Individual",6,0,0,0,0,0,0,6,0
"4780",417917,2022,"Individual",4,0,0,0,0,0,0,4,0
"4781",417917,2023,"Individual",8,0,0,0,0,0,0,8,8
"4782",417917,2024,"Individual",14,0,0,0,0,0,0,14,14
"4783",418125,2021,"Individual",6,0,0,0,0,0,0,6,0
"4784",418176,2021,"Individual",11,0,0,0,0,0,0,11,0
"4785",418176,2023,"Individual",15,0,0,0,0,0,0,15,0
"4786",418176,2024,"Individual",17,0,0,0,0,0,0,17,0
"4787",418177,2021,"Individual",10,0,0,0,0,10,10,0,0
"4788",418424,2021,"Individual",4,0,0,0,0,0,0,4,0
"4789",418424,2022,"Individual",5,0,0,0,0,0,0,5,5
"4790",418424,2023,"Individual",9,0,0,0,0,0,0,9,0
"4791",418424,2024,"Individual",4,0,0,0,0,0,0,4,0
"4792",418971,2021,"Individual",32,0,0,0,0,0,32,0,0
"4793",419134,2021,"Individual",6,0,0,0,0,0,0,6,0
"4794",419134,2022,"Individual",18,0,0,0,0,0,0,18,1
"4795",419134,2023,"Individual",21,0,0,0,0,0,0,21,0
"4796",419134,2024,"Individual",3,0,0,0,0,0,0,3,0
"4797",419168,2023,"Individual",5,0,0,0,0,0,0,5,0
"4798",419298,2021,"Individual",3,0,0,0,0,0,0,3,0
"4799",419298,2023,"Individual",1,0,0,0,0,0,0,1,0
"4800",419298,2024,"Individual",12,0,0,0,0,0,0,12,12
"4801",419433,2021,"Business",4,0,0,0,0,0,0,4,0
"4802",419922,2024,"Individual",2,0,0,0,0,0,0,2,0
"4803",419972,2024,"Individual",6,0,0,0,0,4,4,2,0
"4804",419983,2021,"Individual",6,0,0,0,0,0,0,6,0
"4805",419983,2023,"Individual",4,0,0,0,0,0,0,4,0
"4806",420071,2021,"Individual",4,0,0,0,0,0,0,4,0
"4807",420130,2021,"Individual",16,0,0,0,0,0,0,16,0
"4808",420130,2022,"Individual",2,0,0,0,0,0,0,2,0
"4809",420130,2023,"Individual",2,0,0,0,0,0,2,0,0
"4810",420324,2023,"Individual",1,0,0,0,0,0,0,1,0
"4811",420448,2021,"Individual",8,0,0,0,0,0,0,8,0
"4812",420448,2022,"Individual",13,0,0,0,0,0,0,13,0
"4813",420448,2023,"Individual",4,0,0,0,0,0,0,4,0
"4814",420545,2021,"Individual",2,0,0,0,0,0,0,2,0
"4815",420545,2022,"Individual",6,0,0,0,2,0,0,4,0
"4816",420545,2023,"Individual",19,0,0,0,0,0,0,19,0
"4817",420545,2024,"Individual",6,0,0,0,0,0,0,6,0
"4818",420548,2024,"Individual",24,0,0,0,0,0,0,24,24
"4819",420773,2024,"Individual",26,0,0,0,0,22,22,4,0
"4820",420857,2021,"Individual",84,0,0,0,0,0,82,2,0
"4821",420857,2022,"Individual",74,0,0,0,0,0,72,2,0
"4822",420857,2023,"Individual",8,0,0,0,0,0,0,8,0
"4823",420886,2022,"Individual",8,0,0,0,0,0,0,8,0
"4824",420886,2023,"Individual",9,0,0,0,0,0,0,9,0
"4825",420886,2024,"Individual",2,0,0,0,0,0,0,2,0
"4826",421191,2021,"Individual",2,0,0,0,0,0,0,2,0
"4827",421191,2023,"Individual",4,0,0,0,0,0,0,4,0
"4828",421191,2024,"Individual",5,0,0,0,0,0,0,5,0
"4829",421239,2021,"Individual",52,0,0,52,0,0,52,0,0
"4830",421239,2022,"Individual",78,0,0,78,0,0,78,0,0
"4831",421239,2023,"Individual",93,0,0,80,0,0,80,13,0
"4832",421239,2024,"Individual",89,0,0,70,16,0,70,3,0
"4833",422221,2023,"Individual",4,0,0,0,0,0,0,4,0
"4834",422264,2023,"Individual",2,0,0,0,0,0,0,2,0
"4835",422461,2022,"Individual",4,0,0,0,4,0,0,0,0
"4836",422461,2023,"Individual",12,0,0,0,0,0,0,12,12
"4837",422461,2024,"Individual",16,0,0,0,0,0,0,16,16
"4838",422545,2021,"Individual",4,0,0,0,0,0,0,4,0
"4839",422545,2024,"Individual",56,0,0,0,0,0,32,24,0
"4840",422837,2023,"Individual",18,0,0,0,0,0,0,18,18
"4841",423035,2022,"Individual",2,0,0,0,0,0,0,2,0
"4842",423035,2023,"Individual",6,0,0,0,0,0,0,6,0
"4843",423062,2021,"Individual",21,0,0,0,0,10,15,6,0
"4844",423062,2022,"Individual",38,0,0,0,0,0,37,1,0
"4845",423062,2023,"Individual",1,0,0,0,0,0,0,1,0
"4846",423202,2021,"Individual",1,0,0,0,0,0,0,1,0
"4847",423258,2024,"Individual",42,0,0,0,0,0,40,2,0
"4848",423298,2023,"Individual",14,0,0,0,0,0,0,14,10
"4849",423298,2024,"Individual",0,0,0,0,0,0,0,0,0
"4850",423388,2022,"Business",22,0,0,0,22,0,0,0,0
"4851",423388,2023,"Business",26,0,0,0,17,0,0,9,0
"4852",423541,2023,"Individual",8,0,0,0,0,0,0,8,0
"4853",423541,2024,"Individual",11,0,0,0,0,0,0,11,0
"4854",423554,2021,"Individual",3,0,0,0,0,0,0,3,0
"4855",423626,2021,"Individual",2,0,0,0,0,0,0,2,0
"4856",423626,2023,"Individual",3,0,0,0,0,0,0,3,0
"4857",423626,2024,"Individual",24,0,0,0,0,20,20,4,0
"4858",423943,2021,"Individual",19,0,0,0,12,0,0,7,0
"4859",423943,2023,"Individual",66,0,0,0,66,0,0,0,0
"4860",424024,2022,"Individual",1,0,0,0,0,0,0,1,1
"4861",424024,2023,"Individual",5,0,0,0,5,0,0,0,0
"4862",424024,2024,"Individual",7,0,0,0,0,0,0,7,0
"4863",424438,2022,"Individual",22,0,0,0,0,0,0,22,0
"4864",424438,2024,"Individual",2,0,0,0,0,0,0,2,0
"4865",424814,2021,"Individual",4,0,0,0,0,0,0,4,0
"4866",424814,2022,"Individual",4,0,0,0,4,0,0,0,0
"4867",424814,2023,"Individual",8,0,0,0,4,0,0,4,4
"4868",424814,2024,"Individual",8,0,0,0,8,0,0,0,0
"4869",425490,2023,"Individual",21,0,0,0,0,0,0,21,0
"4870",425722,2021,"Individual",4,0,0,0,0,0,4,0,0
"4871",425810,2023,"Individual",2,0,0,0,0,0,0,2,0
"4872",425810,2024,"Individual",5,0,0,0,0,0,0,5,0
"4873",426102,2021,"Individual",2,0,0,0,0,0,0,2,0
"4874",426102,2022,"Individual",4,0,0,0,2,0,0,2,0
"4875",426102,2024,"Individual",5,0,0,0,0,0,0,5,0
"4876",426179,2023,"Individual",8,0,0,0,4,0,0,4,0
"4877",426281,2023,"Individual",6,0,0,0,0,0,0,6,0
"4878",426281,2024,"Individual",4,0,0,0,0,0,0,4,0
"4879",426385,2024,"Individual",0,0,0,0,0,0,0,0,0
"4880",426720,2023,"Business",23,0,0,0,23,0,0,0,0
"4881",426912,2023,"Individual",4,0,0,0,0,0,0,4,4
"4882",427311,2024,"Individual",16,0,0,0,0,0,0,16,12
"4883",427364,2021,"Individual",2,0,0,0,0,0,0,2,0
"4884",427364,2023,"Individual",2,0,0,0,0,0,0,2,0
"4885",427364,2024,"Individual",19,0,0,0,0,0,0,19,12
"4886",427675,2022,"Individual",4,0,0,0,0,0,0,4,0
"4887",427675,2023,"Individual",8,0,0,0,0,0,0,8,0
"4888",427675,2024,"Individual",2,0,0,0,0,0,0,2,0
"4889",427738,2021,"Individual",3,0,0,0,0,0,0,3,0
"4890",427738,2022,"Individual",3,0,0,0,0,0,0,3,0
"4891",427738,2023,"Individual",8,0,0,0,0,0,0,8,0
"4892",427810,2021,"Business",0,0,0,0,0,0,0,0,0
"4893",427810,2022,"Business",141,0,0,0,141,0,0,0,0
"4894",427810,2023,"Business",210,0,0,0,210,0,0,0,0
"4895",427810,2024,"Business",210,0,0,0,210,0,0,0,0
"4896",427955,2021,"Individual",1,0,0,0,0,0,1,0,0
"4897",427955,2022,"Individual",20,0,0,0,0,0,20,0,0
"4898",427955,2023,"Individual",20,0,0,0,0,0,20,0,0
"4899",427955,2024,"Individual",20,0,0,0,0,0,20,0,0
"4900",428187,2023,"Group",4,0,0,0,0,0,0,4,0
"4901",428187,2024,"Group",4,0,0,0,0,0,0,4,0
"4902",428355,2022,"Individual",2,0,0,0,0,0,0,2,0
"4903",428355,2023,"Individual",21,0,0,0,0,0,0,21,0
"4904",428355,2024,"Individual",4,0,0,0,0,0,0,4,0
"4905",428492,2022,"Individual",4,0,0,0,4,0,0,0,0
"4906",428492,2023,"Individual",4,0,0,0,4,0,0,0,0
"4907",428492,2024,"Individual",4,0,0,0,4,0,0,0,0
"4908",428551,2022,"Individual",0,0,0,0,0,0,0,0,0
"4909",428551,2023,"Individual",0,0,0,0,0,0,0,0,0
"4910",428551,2024,"Individual",7,0,0,0,0,0,0,7,0
"4911",428672,2024,"Individual",14,0,0,0,0,0,0,14,12
"4912",429073,2023,"Business",1764,0,1764,0,0,0,1764,0,0
"4913",429472,2023,"Individual",4,0,0,0,0,0,0,4,0
"4914",429555,2021,"Individual",3,0,0,0,3,0,0,0,0
"4915",429555,2022,"Individual",2,0,0,0,0,0,0,2,0
"4916",429555,2024,"Individual",12,0,0,0,0,10,10,2,0
"4917",429626,2022,"Individual",4,0,0,0,0,0,0,4,0
"4918",429995,2021,"Individual",20,0,0,0,0,0,0,20,0
"4919",429995,2022,"Individual",20,0,0,0,0,0,0,20,16
"4920",429995,2024,"Individual",11,0,0,0,0,0,0,11,0
"4921",430343,2021,"Individual",2,0,0,0,0,0,0,2,0
"4922",430343,2024,"Individual",2,0,0,0,0,2,2,0,0
"4923",430563,2024,"Business",0,0,0,0,0,0,0,0,0
"4924",430597,2021,"Individual",7,0,0,0,0,0,2,5,0
"4925",430597,2022,"Individual",8,0,0,0,0,0,0,8,0
"4926",430597,2023,"Individual",12,0,0,0,0,2,4,8,0
"4927",430597,2024,"Individual",5,0,0,0,0,2,2,3,0
"4928",430641,2023,"Individual",5,0,0,0,0,0,0,5,0
"4929",430647,2023,"Individual",3,0,0,0,0,0,0,3,0
"4930",430658,2021,"Individual",10,0,0,0,2,0,0,8,0
"4931",430692,2023,"Individual",4,0,0,0,0,0,4,0,0
"4932",430692,2024,"Individual",8,0,0,0,0,0,8,0,0
"4933",430815,2021,"Individual",4,0,0,0,0,0,0,4,0
"4934",430815,2023,"Individual",13,0,0,0,0,0,0,13,0
"4935",431345,2024,"Individual",28,0,0,0,0,24,26,2,0
"4936",431425,2021,"Individual",3,0,0,0,0,0,0,3,0
"4937",431425,2022,"Individual",10,0,0,0,0,0,0,10,10
"4938",431425,2023,"Individual",4,0,0,0,0,0,0,4,0
"4939",431745,2021,"Individual",7,5,0,0,0,0,0,7,0
"4940",431745,2022,"Individual",1,0,0,0,1,0,0,0,0
"4941",431745,2023,"Individual",2,0,0,0,0,0,0,2,0
"4942",432106,2021,"Individual",14,0,0,0,0,0,0,14,0
"4943",432106,2022,"Individual",2,0,0,0,0,0,0,2,0
"4944",432106,2023,"Individual",6,0,0,0,0,0,0,6,0
"4945",432106,2024,"Individual",12,0,0,0,0,0,0,12,0
"4946",432415,2021,"Individual",3,0,0,0,0,0,0,3,0
"4947",432415,2023,"Individual",10,0,0,0,0,0,0,10,10
"4948",432687,2021,"Individual",4,0,0,0,0,0,0,4,0
"4949",432760,2024,"Individual",8,0,0,0,0,0,0,8,8
"4950",432828,2023,"Individual",16,0,0,0,0,0,0,16,0
"4951",432828,2024,"Individual",27,0,0,0,0,0,0,27,8
"4952",433236,2021,"Individual",4,0,0,0,0,0,0,4,0
"4953",433236,2022,"Individual",1,0,0,0,0,0,0,1,0
"4954",433236,2023,"Individual",7,0,0,0,0,0,0,7,0
"4955",433236,2024,"Individual",11,0,0,0,2,0,0,9,0
"4956",433255,2021,"Business",35,0,0,0,35,0,0,0,0
"4957",433424,2023,"Individual",2,0,0,0,0,0,0,2,0
"4958",433424,2024,"Individual",2,0,0,0,0,0,0,2,0
"4959",433694,2022,"Individual",2,0,0,0,0,0,2,0,0
"4960",433743,2022,"Individual",2,0,0,0,0,0,0,2,0
"4961",433743,2024,"Individual",20,0,0,0,0,0,0,20,18
"4962",433857,2021,"Corporate Partnership",936,0,0,936,0,0,936,0,0
"4963",433857,2022,"Corporate Partnership",1422,0,1422,0,0,0,1422,0,0
"4964",433857,2023,"Corporate Partnership",1549,0,1458,0,91,0,1458,0,0
"4965",433857,2024,"Corporate Partnership",1538,0,1458,0,80,0,1458,0,0
"4966",433878,2021,"Individual",1,0,0,0,0,0,0,1,0
