ACCOUNT_KEY,AGE,GENDER,MARITAL_STATUS,INCOME_MIDPOINT,CHILDREN_IN_HH,NUMBER_OF_CHILDREN
1130238,36,Female,Married,75000,Y,2
1130298,57,Male,Married,150000,Y,1
1130326,33,Male,Single,7500,Y,2
1130394,49,Male,Married,25000,Y,1
1130407,,,,,,
1130426,34,Male,Married,150000,Y,1
1130979,70,Male,Married,162500,N,0
1131066,56,Male,Married,150000,Y,3
1131153,32,Female,Single,112500,Y,1
1131330,99,Male,Married,65000,N,0
1131402,64,Male,Married,150000,N,0
1131515,72,Male,Married,125000,Y,4
1131723,58,Male,Married,125000,N,0
1131816,74,Male,Married,45000,N,0
1131834,65,Male,Married,75000,N,
1131868,55,Female,Married,95000,N,
1132063,,,,,,
1132088,42,Male,Married,112500,Y,3
1132256,45,Male,Single,112500,N,0
1132351,,,,,,
1132393,,,,,,
1132403,88,Male,Married,75000,Y,2
1132561,,,,,,
1132617,67,Male,Married,150000,N,
1132804,50,Female,Married,125000,Y,3
1132999,54,Male,Married,112500,N,
1133106,55,Female,Married,95000,Y,2
1133123,37,Female,Married,112500,Y,1
1133642,33,Female,Married,112500,Y,1
1133664,,,Married,70000,N,0
1133699,,,,,,
1133713,25,Male,Single,112500,Y,1
1133826,70,Male,Married,125000,Y,1
1133853,79,Male,Married,150000,N,
1133906,56,Female,Married,250000,,
1133924,52,Female,Single,112500,N,0
1134157,,,,,,
1134163,36,Male,Married,45000,N,0
1134545,,,,,,
1134818,54,Male,Married,65000,Y,1
1134945,25,Male,Single,45000,Y,1
1134987,,,,,,
1135190,62,Male,Single,112500,N,0
1135277,,,,,,
1135321,85,Male,Married,137500,N,0
1135621,63,Male,Married,150000,Y,1
1135625,59,Male,Married,150000,Y,1
1135639,82,Male,Single,162500,Y,4
1135662,39,Male,Single,75000,N,
1135689,59,Male,Married,150000,N,0
1135803,56,Male,Married,125000,Y,3
1135927,64,Female,Married,87500,N,0
1135985,71,Male,Married,95000,Y,2
1136013,41,Female,Married,150000,Y,2
1136135,38,Male,Single,137500,N,0
1136729,,,,,,
1136746,,,,,,
1136904,44,Male,Single,125000,N,0
1136939,52,Female,Married,112500,Y,1
1136963,26,Male,Married,75000,Y,1
1137199,,,,,,
1137309,,,,,,
1137453,86,Male,Single,187500,,
1137663,45,Male,Married,45000,Y,6
1138142,56,Male,Single,85000,N,0
1138154,30,Male,Married,137500,N,
1138176,,,,,,
1138433,,,,,,
1138542,,,,,,
1138570,30,Female,Single,62500,,
1138936,42,Female,Married,150000,N,0
1138939,,,,,,
1139018,68,Female,Married,250000,N,0
1139188,46,Male,Single,5000,,
1139221,30,Female,Single,95000,N,
1139225,,,,,,
1139331,48,Male,Married,112500,Y,3
1139400,61,Male,Married,35000,N,0
1139559,58,Male,Married,250000,Y,3
1139572,73,Female,Single,95000,N,0
1139828,78,Male,Single,150000,Y,5
1139927,41,Male,Single,85000,N,
1139934,73,Male,Married,112500,N,0
1139950,49,Male,Married,35000,Y,2
1139954,57,Male,Single,150000,Y,3
1139973,,,,,,
1140084,29,Male,Married,150000,N,0
1140388,,,,,,
1140492,,,,,,
1140544,38,Male,Married,45000,N,0
1140704,27,Female,Single,95000,Y,1
1141255,46,Male,Married,112500,Y,2
1141670,68,Female,Married,150000,N,0
1141788,32,Male,Single,137500,Y,1
1141811,,,,,,
1141883,,,,,,
1141894,,,,,,
1141905,66,Male,Married,137500,N,0
1141987,,,,,,
1142043,75,Male,Married,150000,N,0
1142186,52,Female,Married,95000,N,
1142231,71,Female,Married,35000,N,0
1142515,29,Male,Married,150000,N,0
1142609,47,Female,Married,137500,Y,1
1142662,54,Male,Married,150000,N,0
1142836,58,Male,Single,95000,N,0
1142858,32,Male,Married,137500,N,0
1143103,,,Single,125000,,
1143238,58,Male,Married,95000,N,0
1143252,38,Male,Married,125000,,
1143292,38,Male,Married,17500,,
1143322,57,Male,Married,137500,N,0
1143705,36,Female,Single,87500,N,0
1143712,,,,,,
1143898,60,Male,Single,70000,N,0
1144025,57,Female,Married,65000,N,0
1144092,51,Female,Married,150000,Y,2
1144099,,,,,,
1144144,50,Male,Married,150000,Y,1
1144173,,,,,,
1144193,62,Male,Married,95000,Y,1
1144372,71,Male,Married,150000,N,0
1144375,59,Female,Single,35000,N,0
1144380,,,,,,
1144419,21,Female,Single,7500,Y,1
1144455,54,Male,Single,125000,Y,1
1144462,60,Male,Single,55000,N,0
1144496,60,Female,Married,112500,N,0
1144568,70,Male,Single,150000,N,0
1144694,68,Male,Married,125000,N,0
1144701,,,Married,25000,N,
1144912,,,,,,
1145067,48,Female,Married,112500,N,0
1145252,65,Male,Single,75000,N,0
1145271,,,,,,
1145324,51,Male,Single,35000,N,
1145471,50,Male,Married,75000,N,
1145592,52,Male,Married,150000,N,0
1145637,57,Male,Single,112500,N,0
1145691,,,,,,
1145848,57,Female,Single,150000,N,0
1145915,50,Male,Married,75000,Y,4
1146219,,,Married,162500,N,0
1146376,,,,,,
1146411,56,Male,Married,150000,Y,1
1146457,41,Male,Single,35000,Y,1
1146635,,,,,,
1146651,63,Male,Married,75000,N,0
1146653,50,Male,Married,87500,Y,1
1146721,68,Male,Single,95000,N,0
1146788,43,Female,Married,85000,Y,3
1146819,,,,,,
1146888,37,Male,Single,95000,N,
1146988,47,Female,Single,25000,Y,2
1147154,58,Male,Married,85000,Y,2
1147266,58,Male,Married,150000,Y,1
1147598,27,,Single,112500,N,0
1147641,48,Male,Married,162500,Y,2
1147771,37,Male,Single,112500,N,0
1147772,41,Female,Married,95000,Y,1
1147788,55,Male,Married,150000,N,0
1147796,53,,Married,112500,N,1
1147894,72,Male,Single,150000,N,0
1148241,44,Male,Single,225000,Y,1
1148253,52,Male,Married,150000,Y,3
1148310,,,,,,
1148347,46,Male,Married,112500,Y,2
1148520,59,Male,Married,112500,N,0
1148731,54,Male,Married,150000,N,0
1148933,58,Male,Married,225000,Y,1
1149068,59,Male,Married,150000,N,0
1149081,69,Male,Married,45000,N,0
1149103,,,,,,
1149199,60,Female,Married,125000,N,0
1149285,39,Female,Married,150000,Y,2
1149333,28,Male,Single,52500,N,0
1149351,54,Male,Married,150000,N,5
1149458,68,Male,Single,65000,N,0
1149499,56,Female,Single,137500,N,2
1149553,50,Male,Single,150000,N,0
1149598,49,Male,Married,150000,Y,2
1149627,24,Male,,,,
1149745,67,Male,Single,150000,N,0
1149903,46,Female,Married,65000,Y,1
1150113,25,Male,Married,150000,Y,1
1150622,,,Single,150000,Y,1
1150656,44,Male,Single,35000,N,
1150682,65,Male,Married,95000,N,
1150789,28,Male,Married,162500,N,0
1150969,62,Male,Married,187500,Y,1
1151096,,,,,,
1151390,46,Male,Single,70000,,
1151561,28,Male,Single,112500,Y,1
1151634,,,,,,
1152218,63,Female,Married,95000,N,0
1152245,63,Male,Married,150000,N,0
1152265,47,Female,Married,45000,Y,2
1152308,50,Male,Married,162500,Y,4
1152317,35,Male,Single,150000,Y,2
1152527,45,Male,Married,150000,Y,1
1152726,,,,,,
1152732,54,Male,Single,112500,N,0
1152932,66,Male,Single,150000,N,0
1152947,49,Female,Single,95000,N,0
1153047,,,Single,75000,N,
1153433,46,Male,Married,35000,Y,2
1153481,41,Female,Married,137500,Y,1
1153489,67,Male,Married,137500,Y,1
1153493,75,Male,Married,25000,Y,2
1153559,41,Male,Single,55000,Y,1
1153701,,,,,,
1153766,49,Female,Single,150000,Y,1
1153880,66,Male,Married,75000,N,
1153893,81,Male,Single,35000,N,0
1153910,,,,,,
1154293,28,Female,Single,27500,Y,1
1154364,,,Married,112500,Y,2
1154449,45,Female,Single,150000,Y,1
1154679,47,Male,Married,150000,Y,1
1154688,,,,,,
1154713,51,Female,Married,150000,Y,1
1154786,40,Male,Married,150000,Y,2
1155266,43,Female,Married,112500,Y,1
1155306,64,Male,Married,150000,N,
1155560,51,Female,Married,137500,Y,3
1155637,73,Male,Single,112500,N,0
1155687,54,Male,Single,87500,N,0
1155770,54,Male,Married,45000,Y,3
1155832,65,Male,Single,35000,N,0
1155963,,,,,,
1155971,52,Female,Married,187500,Y,2
1156516,64,Male,Married,150000,Y,1
1156585,,,,,,
1156870,60,Male,Married,150000,N,2
1156929,24,Male,Single,112500,N,0
1157028,59,Male,Married,75000,Y,2
1157088,,,,,,
1157091,55,Male,Single,112500,N,
1157147,24,Male,Married,112500,Y,2
1157303,61,Male,Married,95000,Y,1
1157388,72,Male,Married,150000,N,0
1157427,,,,,,
1157469,66,Male,Married,95000,N,
1157648,73,Female,Married,95000,N,
1157930,33,Male,Single,17500,N,
1157946,51,Male,Married,137500,Y,2
1157994,54,Male,Married,150000,Y,2
1158273,,,,,,
1158426,,,,,,
1158437,50,Male,Married,150000,N,0
1158472,55,Female,Married,150000,Y,3
1158791,,,,,,
1158842,,,,,,
1158996,56,Male,Married,125000,Y,1
1159016,41,Male,Single,95000,N,
1159232,,Female,,,,
1159304,47,Female,Married,150000,Y,4
1159356,68,Male,Married,95000,N,
1159372,50,,Married,112500,Y,2
1159427,47,Female,Married,150000,Y,3
1159494,58,Male,Married,87500,Y,2
1159654,26,Male,Single,12500,,
1159759,67,Female,Single,65000,Y,1
1159771,,Female,,,,
1159929,,,Married,125000,Y,5
1160053,34,Female,Single,125000,N,0
1160074,71,Female,Married,112500,N,0
1160110,46,Male,Single,87500,Y,4
1160175,53,Male,Married,137500,Y,3
1160437,71,Male,Married,75000,N,0
1160558,65,Female,Single,25000,N,0
1160559,40,Male,Married,87500,N,0
1160703,73,Male,Married,45000,N,
1161008,26,,Single,,N,
1161028,,,Single,137500,Y,1
1161365,31,Male,Married,75000,N,
1161404,62,Male,Single,187500,N,0
1161428,46,Male,Single,45000,N,0
1161788,,,,,,
1161800,44,Male,Married,125000,Y,1
1162028,60,Male,Married,125000,N,0
1162216,20,Male,Married,95000,Y,2
1162376,31,Male,Married,95000,Y,1
1162603,55,Male,Married,112500,Y,2
1162686,46,,Married,150000,N,0
1162696,,,,,,
1162752,63,Male,Married,150000,N,0
1162902,,,,,,
1162915,68,Male,Married,137500,Y,1
1163226,59,Male,Married,95000,N,0
1163531,23,Male,Married,70000,Y,1
1163964,51,Male,Married,150000,Y,3
1164115,54,Male,Single,125000,Y,1
1164214,60,Male,Married,150000,N,0
1164293,56,Male,Married,150000,N,
1164317,67,Male,Married,150000,N,0
1164343,42,Male,Married,150000,Y,1
1164407,28,Female,Single,150000,N,
1164509,48,Female,Single,37500,N,0
1164795,70,Male,Married,70000,,
1164800,,,,,,
1164926,,,,,,
1165054,65,Female,Married,150000,Y,2
1165157,,,,,,
1165228,,,,,,
1165267,78,Male,Married,150000,Y,2
1165301,30,Male,Single,150000,Y,1
1165310,36,Male,Married,85000,N,0
1165867,,,,,,
1166109,,,,,,
1166142,41,Female,Married,150000,Y,1
1166232,62,Male,Married,87500,Y,2
1166369,31,Male,Married,150000,Y,1
1166618,,,,,,
1166815,,,Married,65000,N,1
1166931,44,Female,Married,150000,Y,2
1166932,61,,Married,112500,N,0
1167026,32,Female,Married,112500,N,
1167046,35,Male,Single,150000,N,0
1167517,,,,,,
1167607,32,Male,Single,137500,Y,1
1167684,48,Male,Married,85000,Y,2
1167847,,,,,,
1168154,,,,,,
1168191,,,,,,
1168202,72,Male,Single,7500,N,0
1168216,,,,,,
1168253,80,Male,Single,37500,,
1168422,,,,,,
1168520,45,Female,Married,7500,Y,3
1168547,44,Male,Married,150000,Y,7
1168563,78,Male,Married,150000,N,
1168834,54,Male,Married,125000,,
1168964,64,Female,Married,95000,N,0
1168977,78,Male,Married,112500,Y,1
1169263,,,,,,
1169743,48,Male,Married,150000,Y,1
1169977,62,Male,Married,125000,,
1170106,,,,,,
1170347,65,Female,Married,75000,N,
1170390,58,Male,Married,150000,N,
1170613,,,,,,
1170733,42,,Single,250000,Y,2
1170864,40,Male,Married,65000,N,
1170905,,,,,,
1171540,59,Male,Married,150000,N,
1171853,67,Male,Single,112500,N,0
1171910,49,Male,Married,112500,Y,5
1171968,30,Male,Married,87500,,
1172325,27,Male,Married,150000,N,6
1172673,35,Male,Married,137500,Y,1
1172858,,,,,,
1172877,55,Male,Married,150000,Y,2
1172905,63,Male,Married,150000,N,
1172998,85,Male,Married,95000,N,0
1172999,,,,,,
1173023,57,Male,Married,150000,N,0
1173179,57,Male,Married,75000,Y,1
1173506,56,Male,Married,150000,Y,1
1173669,51,Male,Married,150000,Y,2
1173702,39,Male,Married,150000,Y,2
1173757,64,Male,Single,42500,N,0
1173851,45,Male,Single,150000,N,0
1174086,,,,,,
1174247,24,Female,Married,112500,N,
1174283,,,,,,
1174333,66,Female,Married,95000,N,0
1174618,52,Male,Married,125000,Y,5
1174752,,,,,,
1174825,42,Male,Married,87500,N,0
1175048,31,Female,Married,75000,Y,1
1175179,61,Male,Married,150000,Y,1
1175199,63,Male,Married,65000,N,
1175401,48,Male,Married,112500,Y,1
1175571,46,Male,Married,150000,Y,1
1175601,60,Male,Single,37500,N,0
1175710,28,,Single,25000,N,
1175731,44,Male,Married,112500,Y,1
1175982,32,Male,Single,137500,Y,2
1175985,80,Female,Single,137500,N,0
1176047,48,Female,Married,225000,Y,1
1176436,52,Male,Married,87500,Y,3
1176539,35,Male,Single,55000,N,
1176812,52,Female,Married,137500,N,0
1176858,75,Male,Married,75000,N,
1176889,53,Female,Single,65000,Y,4
1176935,,,,,,
1177099,48,Male,Married,112500,Y,5
1177483,,,,,,
1177686,84,Male,Married,150000,N,0
1177944,67,Female,Married,150000,N,0
1177965,39,Male,Married,150000,Y,1
1178128,70,Male,Married,125000,Y,1
1178291,43,Male,Married,112500,Y,1
1178553,,,,,,
1178578,42,Male,Married,22500,,
1178771,54,Male,Married,95000,N,
1179003,,,,,,
1179346,63,Male,Married,150000,N,0
1179374,65,Male,Married,112500,Y,2
1179551,,,,,,
1179641,61,Female,Married,95000,N,0
1179646,,,Married,70000,Y,1
1179857,,,,,,
1179988,50,Female,Married,150000,Y,1
1180123,,,,,,
1180237,65,Female,Married,150000,Y,1
1180392,52,Male,Married,65000,Y,5
1180586,60,Female,Married,47500,N,0
1180611,60,Male,Married,95000,N,0
1180646,57,Female,Single,75000,N,0
1180666,,,,,,
1181021,52,Male,Single,95000,Y,1
1181101,46,Male,Married,62500,Y,3
1181186,24,Female,Married,137500,N,0
1181298,43,Female,Single,137500,N,
1181349,,,,,,
1181787,61,Female,Single,112500,N,0
1181950,63,Female,Single,75000,N,0
1182196,34,Male,Single,137500,N,
1182258,,,,,,
1182321,66,Male,Married,150000,N,
1182543,68,Female,Married,62500,N,0
1182593,45,Male,Married,150000,Y,1
1182827,,,,,,
1182976,44,Male,Single,45000,N,
1183020,73,Female,Married,150000,N,
1183094,,,,,,
1183148,32,Female,Single,225000,Y,1
1183178,56,Male,Married,65000,N,0
1183448,46,Male,Married,45000,Y,6
1183470,66,Female,Married,95000,N,0
1183699,38,Male,Married,150000,Y,4
1183755,45,Male,Single,112500,Y,1
1183792,51,Male,Married,35000,Y,3
1183810,,,,,,
1183968,45,Male,Single,85000,Y,1
1184167,,,,,,
1184388,65,Male,Single,112500,N,0
1184450,61,Male,Married,25000,Y,1
1184510,64,Male,Married,87500,,
1184617,48,Male,Single,65000,Y,1
1184652,,,,,,
1184811,77,Male,Single,150000,N,0
1184831,26,Male,Single,137500,N,0
1184879,40,Female,Single,137500,Y,2
1185075,68,Male,Married,65000,N,0
1185167,58,Male,Married,150000,Y,2
1185370,56,Female,Married,125000,Y,1
1185458,,,,,,
1185516,27,Male,Single,65000,N,0
1185529,,,Single,,,
1185832,51,Female,Married,150000,Y,4
1185856,48,Male,Single,25000,N,0
1186071,72,Female,Married,150000,N,
1186205,42,Male,Single,225000,,
1186555,76,Male,Single,112500,N,0
1186599,64,Male,Married,95000,N,0
1186752,32,Male,Married,112500,N,0
1186791,,,,,,
1186999,,,,,,
1187191,54,Male,Married,95000,N,
1187236,40,Male,Single,112500,Y,5
1187395,41,Male,Single,150000,Y,2
1188001,38,Male,Married,150000,Y,1
1188087,50,Male,Single,17500,,
1188143,52,Female,Married,70000,Y,1
1188317,59,Male,Married,75000,N,0
1188379,,,,,,
1188454,52,Male,Married,150000,Y,2
1188466,54,Male,Married,125000,Y,1
1188655,54,Female,Married,95000,Y,2
1188691,48,Male,Single,70000,N,0
1188746,,,,,,
1189238,58,Female,Married,112500,N,0
1189280,,,,,,
1189342,70,Male,Single,7500,N,0
1189969,44,Female,Single,70000,N,3
1190162,62,Male,Married,150000,N,
1190229,76,Male,Single,95000,N,
1190355,45,Female,Single,75000,Y,1
1190387,42,Male,Married,35000,Y,6
1190542,,,,,,
1190587,63,Male,Married,75000,N,0
1190815,,Male,Married,87500,,
1190855,,,,,,
1190858,,,,,,
1190906,,,Single,187500,Y,3
1191230,,,,,,
1191595,65,Male,Married,150000,N,0
1191803,65,Male,Married,150000,Y,1
1192009,68,Female,Married,95000,N,
1192168,24,Female,Single,,,
1192405,41,Female,Single,150000,N,0
1192608,26,Male,Married,27500,N,0
1193384,23,Male,Single,45000,N,
1193502,58,Male,Married,150000,N,
1193731,40,Female,Single,150000,Y,3
1193863,47,Male,Married,150000,Y,1
1193876,52,Female,Married,125000,Y,2
1194031,75,Male,Married,45000,N,0
1194296,60,Female,Married,112500,N,
1194418,,,,,,
1194661,45,Male,Single,150000,Y,1
1194742,58,Female,Single,125000,Y,2
1195101,53,Male,Single,45000,Y,2
1195806,,,,,,
1195965,64,Male,Single,125000,,
1196080,,,,,,
1196102,42,Female,Single,65000,Y,1
1196368,,,,,,
1196463,60,Male,Married,150000,N,
1196512,53,Male,Single,7500,N,0
1196579,47,Male,Married,150000,Y,1
1196673,30,Male,Single,150000,N,
1196724,66,Male,Married,225000,,
1196833,68,Female,Single,25000,N,
1196834,,,,,,
1196925,56,Male,Married,150000,N,0
1197161,,,,,,
1197173,,,,,,
1197555,60,Male,Married,187500,,
1197813,60,Female,Single,7500,N,0
1197962,54,Female,Married,150000,Y,1
1198244,29,Male,Married,250000,Y,1
1198398,66,Male,Married,95000,N,0
1198510,,,,,,
1198588,60,Male,Single,75000,N,0
1198608,25,Male,Single,137500,N,
1198625,26,Male,Married,250000,,
1198699,63,Female,Married,95000,Y,1
1199211,36,Female,Married,150000,Y,3
1199484,54,Male,Married,150000,Y,2
1199539,56,Male,Married,85000,Y,2
1199574,47,Male,Married,95000,Y,1
1199909,61,Male,Single,112500,N,
1199910,,,Single,57500,N,0
1200356,62,Male,Married,150000,Y,1
1200441,76,Male,Married,150000,Y,1
1200494,33,Female,Single,150000,Y,1
1200502,56,Male,Married,150000,Y,3
1200549,64,Male,Married,112500,N,0
1200770,53,Female,Married,85000,Y,1
1200855,38,Male,Single,150000,Y,3
1200917,78,Male,Single,75000,N,0
1201037,49,Male,Married,150000,Y,3
1201545,38,,Single,112500,N,0
1201696,,,,,,
1201761,64,Male,Married,150000,N,0
1201830,,,,,,
1201845,74,Male,Married,45000,N,
1201932,,,,,,
1201978,64,Male,Married,87500,N,0
1202351,48,Male,Single,87500,Y,1
1202598,55,Male,Married,150000,Y,1
1202649,70,Male,Married,125000,N,0
1202784,74,Male,Married,150000,N,0
1202851,53,Male,Married,150000,N,
1203000,53,Male,Single,55000,Y,1
1203327,23,Male,Single,75000,Y,1
1203532,52,Male,Married,150000,Y,1
1203564,23,Female,Married,150000,Y,1
1203657,25,Female,Single,95000,N,
1203670,,,,,,
1203778,,,,,,
1204051,53,Male,Single,85000,N,0
1204129,61,Female,Single,150000,N,0
1204179,54,Male,Single,112500,N,0
1204426,62,Male,Married,112500,Y,1
1204579,,,,,,
1204981,58,Female,Married,87500,,
1205057,,,Single,137500,N,
1205091,41,Female,Married,150000,Y,1
1205234,52,Male,Married,85000,N,0
1205392,60,Male,Married,250000,,
1205528,49,Male,Single,7500,N,0
1205876,29,Male,Single,150000,Y,1
1205983,52,Female,Married,150000,Y,1
1206011,63,Male,Married,25000,Y,1
1206048,32,Female,Single,42500,Y,1
1206447,62,Female,Married,112500,N,
1206565,64,Male,Single,112500,N,0
1207019,53,Female,Married,112500,Y,1
1207206,43,Male,Single,75000,Y,5
1207277,52,Male,Married,150000,Y,3
1207439,,,,,,
1207628,,,,,,
1207833,78,Male,Married,125000,N,0
1208206,54,Male,Single,95000,N,0
1208257,33,Male,Single,55000,Y,2
1208347,,,,,,
1208426,,,,,,
1208434,30,Female,Single,57500,Y,1
1209037,,,Single,87500,Y,1
1209378,,,,,,
1209381,44,Male,Married,112500,Y,1
1209538,54,Male,Married,35000,N,
1209543,54,Male,Married,95000,Y,4
1209550,60,Female,Single,125000,N,0
1209595,70,Male,Married,87500,Y,1
1209665,70,Male,Married,150000,N,0
1209669,63,Male,Single,45000,Y,1
1209755,56,Male,Single,187500,,
1209947,,,,,,
1210000,,,,,,
1210259,21,Male,Married,75000,N,
1210285,,,Single,,N,
1210320,,,,,,
1210506,54,Male,Married,150000,N,0
1210581,32,Male,Married,87500,Y,1
1210607,,,,,,
1210865,50,Male,Married,75000,Y,2
1211268,66,Female,Single,42500,,
1211410,64,Male,Married,137500,N,0
1211439,38,Male,Single,87500,N,0
1211451,68,Male,Married,75000,N,1
1211618,60,Male,Married,112500,N,2
1211668,57,Male,Married,112500,Y,2
1211871,69,Male,Married,150000,N,
1212039,48,Female,Married,150000,Y,4
1212121,,,,,,
1212318,,,Single,150000,N,0
1212535,,,,,,
1212552,68,Male,Married,150000,N,0
1212576,,,Married,47500,Y,4
1212606,46,Female,Married,112500,Y,2
1212839,41,Male,Married,150000,Y,4
1212868,66,Male,,,,
1212942,37,Male,Married,95000,N,0
1213033,52,Male,Married,75000,N,0
1213195,27,Male,Single,150000,N,
1213214,62,Male,Married,65000,Y,2
1213388,,,,,,
1213393,,,,,,
1213465,34,Male,Married,125000,N,0
1213495,,,,,,
1213608,,,,,,
1214418,64,Male,Married,112500,N,0
1214421,57,Male,Single,75000,Y,1
1214538,,,,,,
1214638,30,Male,Married,37500,Y,1
1214840,53,Male,Married,95000,Y,1
1214864,30,Male,Single,35000,N,0
1215028,22,Male,Single,,,
1215059,46,Male,Married,87500,Y,3
1215180,50,Female,Married,75000,N,
1215198,,,Single,47500,Y,1
1215365,62,Male,Married,95000,N,0
1215655,,,,,,
1215711,52,Female,Married,137500,Y,2
1215788,68,Female,Married,75000,N,0
1215840,51,Male,Married,75000,N,
1215873,39,Male,Single,112500,N,
1216140,48,Female,Married,150000,Y,2
1216400,77,Male,Single,45000,N,0
1216530,33,Male,Single,112500,Y,1
1216535,76,Male,Married,95000,Y,3
1216646,,,,,,
1216655,54,Male,Married,75000,Y,1
1216732,,,,,,
1216879,,,,,,
1216944,,,,,,
1217047,48,Female,Single,75000,N,0
1217189,46,Male,Single,150000,N,1
1217200,54,Male,Married,95000,Y,1
1217424,44,Male,Married,150000,Y,1
1217555,62,Male,Married,150000,N,0
1217660,42,Female,Married,137500,Y,1
1217689,,,Married,95000,Y,1
1217795,54,Female,Married,87500,N,0
1217796,54,Male,Married,162500,Y,1
1217954,,,,,,
1218114,32,Male,Married,70000,Y,1
1218684,62,Female,Single,87500,N,0
1218758,31,Male,Single,137500,Y,1
1218835,76,Female,Married,25000,Y,2
1219010,49,Male,Married,150000,Y,3
1219122,61,Male,Married,112500,Y,2
1219308,,,Single,150000,Y,1
1219655,,,Married,150000,Y,4
1219669,70,Male,Married,95000,N,
1219754,36,Female,Married,112500,Y,3
1220154,,,,,,
1220217,62,Male,Married,125000,N,0
1220225,49,Male,Married,150000,N,0
1220476,61,Male,Married,85000,Y,1
1220734,28,Male,Single,150000,N,
1220789,,,,,,
1220871,,,,,,
1221029,,,,,,
1221186,36,Male,Married,95000,Y,1
1221323,50,Male,Single,35000,N,0
1221325,68,Male,Married,250000,,
1221329,,,,,,
1221434,24,Male,Married,35000,N,
1221469,68,Female,Married,150000,N,0
1221483,,,,,,
1221775,,,,,,
1221846,40,Male,Single,65000,N,0
1222031,80,Male,Married,65000,Y,1
1222177,39,Female,Married,150000,Y,2
1222698,57,Male,Married,112500,N,0
1222832,,,,,,
1222843,64,Male,Married,95000,Y,1
1222990,52,Female,Married,87500,Y,2
1223039,33,Male,Single,65000,N,1
1223100,55,Female,Married,95000,Y,1
1223164,62,Male,Married,75000,N,0
1223226,24,Female,Married,75000,Y,3
1223528,53,Female,Married,150000,Y,2
1223824,71,Male,Married,150000,Y,1
1223855,,,Married,125000,,
1224136,20,Male,Married,150000,Y,3
1224187,71,Male,Married,85000,Y,1
1224524,34,Male,Married,112500,Y,1
1224563,62,Female,Single,70000,,
1224662,36,Female,Married,45000,Y,1
1224819,20,Male,Married,150000,Y,2
1224996,38,Female,Single,112500,Y,3
1225069,30,Male,Single,70000,,
1225266,55,Female,Married,45000,N,0
1225375,56,Female,Married,150000,N,2
1225548,,,Married,45000,N,
1225573,33,Male,Married,112500,Y,1
1225607,22,Female,Married,70000,Y,1
1225618,56,Female,Single,150000,N,0
1225771,46,Male,Married,150000,Y,5
1225883,45,Male,Married,95000,N,0
1226650,60,Male,Married,150000,N,
1226686,55,Female,Single,95000,N,0
1226946,,,,,,
1227010,58,Male,Married,150000,N,0
1227074,,,,,,
1227079,70,Male,Married,225000,Y,1
1227115,69,Male,Married,75000,N,0
1227184,28,Male,Married,150000,Y,1
1227310,67,Male,Single,25000,N,0
1227329,,,Single,75000,N,0
1227359,,,,,,
1227424,64,Female,Married,150000,Y,2
1227429,40,Male,Married,112500,Y,1
1227585,74,Male,Married,95000,N,0
1227994,54,Male,Single,150000,Y,2
1228492,24,Male,Single,125000,,
1228526,72,Male,Married,225000,,
1228640,55,Male,Married,112500,Y,2
1228682,58,Male,Married,75000,Y,2
1228915,24,Male,Married,250000,Y,3
1229169,43,Male,Married,137500,Y,5
1229554,,,,,,
1229601,,,,,,
1229748,71,Male,Married,95000,N,
1229754,,,Single,150000,N,
1229799,44,Male,Married,150000,Y,3
1229804,55,Female,Married,150000,N,
1229838,58,Male,Married,150000,Y,1
1229892,44,Male,Married,95000,Y,3
1230198,38,Male,Married,150000,N,0
1230543,58,Female,Married,150000,N,
1230761,56,Male,Married,87500,N,0
1230856,57,Female,Married,17500,N,0
1230943,60,Male,Married,95000,N,0
1231021,37,Male,Married,150000,Y,5
1231257,26,Female,Single,75000,N,0
1231341,49,Female,Married,150000,Y,4
1231496,55,Male,Single,75000,Y,1
1231636,46,Female,Married,52500,N,0
1231821,28,Male,Single,137500,Y,2
1232152,,,,,,
1232205,48,Male,Married,95000,N,0
1232284,27,Male,Married,75000,N,0
1232369,38,Male,Married,87500,Y,2
1232595,65,Female,Married,95000,N,0
1232655,31,Female,Single,112500,Y,1
1232657,62,Female,Married,125000,N,0
1232794,,,,,,
1232975,65,Female,Married,75000,N,0
1233064,45,Male,Married,112500,Y,4
1233196,,Male,Single,150000,Y,1
1233319,,,,,,
1233395,,,,,,
1233450,46,Male,Married,150000,Y,5
1233498,71,Male,Single,95000,N,0
1233568,42,Female,Married,137500,Y,3
1233660,33,Male,Married,112500,Y,1
1233766,58,Female,Married,75000,Y,1
1233816,77,Male,Married,137500,N,0
1233993,50,Male,Married,150000,Y,2
1234047,74,Male,Married,112500,Y,4
1234123,48,Female,Married,35000,Y,6
1234215,69,Male,Married,137500,N,
1234240,77,Male,Married,150000,N,
1234321,38,Female,Single,85000,Y,6
1234407,22,Male,Single,112500,Y,3
1234451,,,Married,125000,Y,2
1234538,,,,,,
1234615,,,,,,
1234628,62,Male,Married,95000,Y,2
1234807,69,Male,Married,95000,Y,6
1235589,64,Male,Married,150000,N,0
1235638,66,Male,Married,112500,Y,1
1235736,,,,,,
1235784,32,Male,Single,65000,N,1
1235830,44,Male,Single,162500,N,0
1235875,47,Male,Single,35000,N,0
1235902,72,Male,Married,95000,N,
1236179,70,Female,Single,87500,,
