EVENT_NAME,EVENT_TIME,EVENT_DAY,CATEGORY,CATEGORY_DETAIL,PROMOTION
24REG0817,2024-08-17T18:40:00,Saturday,Fireworks or Drone Show,,Fireworks Show
24REG0818,2024-08-18T13:40:00,Sunday,Misc. Giveaway,,Reds Bucket Hat
24REG0827,2024-08-27T18:40:00,Tuesday,Theme Days,,3-2-1 Tuesdays
24REG0829,2024-08-29T17:10:00,Thursday,Concert,Large Scale Post-Game Concert,Thomas Rhett Post-Game Benefit Concert
24REG0830,2024-08-30T18:40:00,Friday,Day of Game Highlight,,City Connect Fridays
24REG0830,2024-08-30T18:40:00,Friday,Fireworks or Drone Show,,Fireworks Friday
24REG0830,2024-08-30T18:40:00,Friday,Theme Days,,Military Appreciation Days
24REG0831,2024-08-31T19:15:00,Saturday,Concert,,Ohio Lottery Post-Game Concert featuring DIESEL aka SHAQ
24REG0831,2024-08-31T19:15:00,Saturday,Misc. Giveaway,,Reds Sticker Sheet
24REG0901,2024-09-01T12:10:00,Sunday,Bobblehead,,Hunter Greene City Connect Bobblehead
24REG0901,2024-09-01T12:10:00,Sunday,Ticket Offer,,Family Discount Days
24REG0901,2024-09-01T12:10:00,Sunday,Theme Game,,Sesame Street Ticket Package
24REG0902,2024-09-02T16:10:00,Monday,Theme Game,,Sesame Street Ticket Package
24REG0902,2024-09-02T16:10:00,Monday,Ticket Offer,,Senior Days
24REG0904,2024-09-04T18:40:00,Wednesday,Theme Game,,Sesame Street Ticket Package
24REG0904,2024-09-04T18:40:00,Wednesday,Ticket Offer,,Family Discount Days
24REG0905,2024-09-05T13:10:00,Thursday,Ticket Offer,,Senior Days
24REG0905,2024-09-05T13:10:00,Thursday,Ticket Offer,,Business Day Specials
24REG0905,2024-09-05T13:10:00,Thursday,Theme Game,,Sesame Street Ticket Package
24REG0905,2024-09-05T13:10:00,Thursday,Ticket Offer,,Thirsty Thursdays
24REG0917,2024-09-17T18:40:00,Tuesday,Theme Game,,Sesame Street Ticket Package
24REG0917,2024-09-17T18:40:00,Tuesday,Theme Days,,3-2-1 Tuesdays
24REG0918,2024-09-18T18:40:00,Wednesday,Theme Game,,Sesame Street Ticket Package
24REG0918,2024-09-18T18:40:00,Wednesday,Day of Game Highlight,,Bark in the Park
24REG0919,2024-09-19T13:10:00,Thursday,Ticket Offer,,Thirsty Thursdays
24REG0919,2024-09-19T13:10:00,Thursday,Ticket Offer,,Business Day Specials
24REG0919,2024-09-19T13:10:00,Thursday,Ticket Offer,,Senior Days
24REG0919,2024-09-19T13:10:00,Thursday,Theme Game,,Sesame Street Ticket Package
24REG0920,2024-09-20T18:40:00,Friday,Concert,,Ohio Lottery Post-Game Concert featuring Nelly
24REG0920,2024-09-20T18:40:00,Friday,Theme Days,,Military Appreciation Days
24REG0920,2024-09-20T18:40:00,Friday,Day of Game Highlight,,Fireworks Friday
24REG0920,2024-09-20T18:40:00,Friday,Theme Game,,Sesame Street Ticket Package
24REG0920,2024-09-20T18:40:00,Friday,Day of Game Highlight,,City Connect Fridays
24REG0921,2024-09-21T13:10:00,Saturday,Misc. Giveaway,,2024 Reds Team Photo
24REG0921,2024-09-21T13:10:00,Saturday,Theme Game,,Sesame Street Ticket Package
24REG0922,2024-09-22T13:10:00,Sunday,Ticket Offer,,Family Discount Days
24REG0922,2024-09-22T13:10:00,Sunday,Theme Days,,Fan Appreciation Day
24REG0922,2024-09-22T13:10:00,Sunday,Theme Game,,Sesame Street Ticket Package
24REG0922,2024-09-22T13:10:00,Sunday,Misc. Giveaway,,Reds Bowling Shirt
